start_time,V0_LAT,V1_LAT,V2_LAT,V3_LAT,V0_LON,V1_LON,V2_LON,V3_LON,Na/Si,Al/Si,Mg/Si,Ca/Si,Na/Si_uncer,Al/Si_uncer,Mg/Si_uncer,Ca/Si_uncer
20211122T113601,-44.6165,-50.3471,-50.3468,-44.6161,-6.2527,-6.3049,-5.0337,-4.9747,1.4224553679321374,0.0,0.7130707365059256,0.4273933491679732,0.006617529296296425,-1.0,0.004219105260884765,0.009980424804610068
20211122T113737,-39.7439,-45.4727,-45.4724,-39.7437,-6.2245,-6.2614,-5.1053,-5.0561,2.7800322376844866,2.7800322376844866,1.2640103220182357,0.6512944307543667,0.0054781250634727266,0.004418124660130306,0.00043958749074508825,0.0003184520869317473
20211122T113913,-34.8677,-40.5947,-40.5945,-34.8675,-6.2057,-6.2313,-5.1651,-5.1231,0.0,1.0,0.6686767861311961,0.3851199657219029,-1.0,0.015686070279110956,0.002362201520842428,0.00035051255961940435
20211122T114049,-29.9878,-35.7131,-35.713,-29.9876,-6.1942,-6.2109,-5.2159,-5.1796,0.0,0.0,1.8113562661453768,1.0343476988130964,-1.0,-1.0,0.0038568788617272397,0.004592421858728071
20211122T114225,-25.1044,-30.8279,-30.8279,-25.1044,-6.1885,-6.1983,-5.2597,-5.2279,3.3449901607711863,0.0,1.3700195170991305,0.7153925007101467,0.0008680447910147341,-1.0,2.866535818532723e-05,0.00031422576113820103
20211122T114401,-20.2176,-25.9395,-25.9395,-20.2175,-6.1873,-6.1917,-5.2975,-5.2695,1.0,1.0,1.0,1.0,0.08335050746763606,0.1603780126419654,0.03304898756228565,1.3653587006277754
20211122T114537,-15.3276,-21.0477,-21.0477,-15.3276,-6.1877,-6.1921,-5.3306,-5.3058,0.0,0.0,1.4902412966172247,0.0,-1.0,-1.0,0.00012659372918699587,-1.0
20211122T114713,-10.4344,-16.1529,-16.1529,-10.4344,-6.1911,-6.1981,-5.3595,-5.3373,1.795551179356749,0.0,1.1465650081204015,0.64409105100558,4.832050563413413e-05,-1.0,0.000680127101234947,0.001386514190660089
20211122T114849,-5.538,-11.2552,-11.2553,-5.5381,-6.1982,-6.2074,-5.3847,-5.365,0.0,0.0,1.359822205268251,0.0,-1.0,-1.0,6.226806573079221e-05,-1.0
20211122T115025,-0.6389,-6.3547,-6.3547,-0.639,-6.2086,-6.2199,-5.4064,-5.389,0.0,0.0,1.15682587455744,0.0,-1.0,-1.0,0.00019803329860033046,-1.0
20211122T115201,4.263,-1.4517,-1.4518,4.263,-6.2222,-6.2356,-5.4249,-5.4097,1.4468743547173812,0.0,1.444128420423857,0.46919191426315193,0.003357986351216642,-1.0,0.0015415135566828645,0.0014216933971904864
20211122T115337,9.1674,3.4539,3.4538,9.1673,-6.2388,-6.2544,-5.4403,-5.4272,2.232003924130951,0.0,1.672684633671246,0.5850616219705586,0.0006135788716760218,-1.0,9.73142376293462e-05,0.0005470695505529922
20211122T115513,14.0738,8.3614,8.3614,14.0738,-6.2587,-6.2766,-5.4526,-5.4417,0.0,0.0,1.0402549638866077,0.39686468723343254,-1.0,-1.0,0.0004248159598327973,8.607014519353538e-05
20211122T115649,18.9822,13.2708,13.2707,18.9822,-6.2821,-6.3026,-5.4617,-5.453,0.0,0.0,1.3194271682042982,1.5640680146695858,-1.0,-1.0,0.0016810740251104058,0.0009939532972045378
20211122T115825,23.892,18.1816,18.1817,23.892,-6.3093,-6.3325,-5.4669,-5.4608,0.0,0.0,1.337152052360595,0.37652613741613683,-1.0,-1.0,0.0004357076131667598,0.00036471113828051826
20211122T120001,28.8034,23.0935,23.0936,28.8034,-6.3407,-6.3674,-5.4682,-5.4647,0.0,0.0,1.629245965245103,0.5712009347671102,-1.0,-1.0,0.0019361161021122354,0.0023562330426615966
20211122T120137,33.7157,28.0065,28.0067,33.7159,-6.3773,-6.4079,-5.468,-5.4597,0.0,0.0,0.8831753610787556,0.0,-1.0,-1.0,0.000921685462140543,-1.0
20211122T120313,38.629,32.92,32.9203,38.6293,-6.4201,-6.4557,-5.4637,-5.4484,0.0,0.0,1.0290220940994705,0.0,-1.0,-1.0,0.0009045879795487767,-1.0
20211122T120449,43.5427,37.834,37.8344,43.543,-6.4706,-6.5131,-5.4535,-5.4295,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211122T120625,48.456,42.748,42.7484,48.4564,-6.5313,-6.5823,-5.436,-5.4003,1.6674341960772427,0.0,1.0279821707392243,0.5290997635389515,0.000694214570946763,-1.0,0.0013197578535132874,0.005512040760021693
20211122T120801,53.3692,47.6611,47.6616,53.3698,-6.6055,-6.6682,-5.4087,-5.3563,2.026454222065519,0.0,1.0095784039617934,0.7218734155922969,5.835965226694253e-05,-1.0,6.868269427694235e-05,0.00023690620522262104
20211122T120937,58.2817,52.5737,52.5744,58.2825,-6.6981,-6.7776,-5.3673,-5.291,0.0,0.0,0.6484114095898131,0.46960414093159836,-1.0,-1.0,0.004513644231058088,0.0030390306773510588
20211122T121113,63.1933,57.4851,57.486,63.1943,-6.8176,-6.9228,-5.3059,-5.193,1.6564449955090061,0.0,1.1351983898201168,2.221923685585989,0.006872019099658086,-1.0,0.010056721607384854,0.01797127253275437
20211122T121249,68.1037,62.3951,62.3962,68.105,-6.9785,-7.1261,-5.2143,-5.0403,1.0,1.0,1.0,0.05814440295418221,1.13077815035551,0.7874282423416125,0.9668016247793662,0.035293917527171946
20211122T121425,73.0124,67.3035,67.3049,73.0141,-7.2094,-7.4345,-5.0726,-4.786,1.1763193501052724,0.0,1.1763193501052724,0.34534253302351603,0.024931024042085876,-1.0,0.013840126322142302,0.0001061530022280696
20211122T121601,77.9183,72.2098,72.2116,77.9209,-7.5719,-7.9641,-4.84,-4.3067,1.638638773926412,0.0,0.5749863473617067,1.5387106344260397,0.0005984205777181094,-1.0,0.00018793072915332002,0.005126434777149606
20211122T121737,82.8191,77.1131,77.1156,82.8237,-8.2316,-9.1013,-4.4129,-3.1411,0.6866774827652616,0.0,0.4838992516703138,0.4025129505839562,6.153425277370522e-05,-1.0,4.9051723517960674e-05,3.6436497940894146e-05
20211122T121913,87.6935,82.0116,82.0158,87.7079,-9.8331,-13.3809,-3.4337,3.1072,0.3208915277145304,1.0,1.0,0.08235411122797917,0.0010482458063324135,0.2701899891850825,0.3653633550838573,0.04072344010236749
20211122T122049,89.5866,86.8924,86.9032,89.5879,159.357,-29.4893,-176.43,111.145,0.6759801088554991,0.0,0.0,1.4126564948397649,0.012516656037550087,-1.0,-1.0,0.006432404231186894
20211122T122225,88.1405,82.4522,82.4479,88.1229,170.54,167.031,-179.452,179.924,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211122T122401,83.2716,77.5593,77.5567,83.267,171.969,171.223,175.984,177.745,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211122T122537,78.384,72.6671,72.6653,78.3813,172.515,172.206,175.393,176.131,0.0,0.0,0.0,0.17486035493596863,-1.0,-1.0,-1.0,8.60213983916839e-05
20211122T122713,73.4969,67.7772,67.7758,73.4951,172.796,172.633,175.059,175.468,0.1764519363573079,1.0,0.0,0.20464875137152203,0.0005111442696987138,0.014961623241778358,-1.0,0.0035574079365045127
20211122T122849,68.612,62.8902,62.8891,68.6107,172.962,172.866,174.842,175.104,1.6252120887366845,0.0,0.8891983913959839,0.7313195270419117,0.01302142130568522,-1.0,0.006502187777892533,0.0025252282033556223
20211122T123025,63.7304,61.3278,61.3267,63.7293,173.003,173.008,174.788,174.872,0.9367249566237198,0.0,0.0,0.0,0.00026357619052279043,-1.0,-1.0,-1.0
20211122T131149,-61.6763,-67.4273,-67.4287,-61.6775,172.428,172.166,174.406,174.502,2.7390584375369467,0.0,1.3295377720143655,2.8649629420672604,0.0011314836953081602,-1.0,0.0009748810676785147,0.003951085620379707
20211122T131325,-66.5094,-72.2585,-72.2604,-66.5108,172.214,171.816,174.575,174.731,0.0,0.1841731543150077,0.45333889263767246,0.4443028717778022,-1.0,0.0036316864602911622,0.004087889703333272,0.023750711835932064
20211122T131501,-71.3431,-77.0902,-77.0929,-71.345,171.893,171.211,174.851,175.13,0.0,0.0,1.1012149048125115,0.8800544446980482,-1.0,-1.0,0.0034411947514035777,0.002591877627993614
20211122T131637,-76.1778,-81.9203,-81.9247,-76.1804,171.355,169.893,175.355,175.963,1.9423888541752237,0.0,1.9423888541752237,0.0,0.004345555639462101,-1.0,0.005636071796559803,-1.0
20211122T131813,-81.012,-86.736,-86.7472,-81.0161,170.247,164.7,-179.306,178.609,2.1414775008359315,0.0,1.1086150042231617,5.150491532888158,0.00022532770525238348,-1.0,0.00013456322847900227,0.0012092300565120437
20211122T131949,-85.8378,-89.5078,-89.5886,-85.8467,166.585,-59.7977,-178.284,179.717,0.0,0.0,0.7342352390538915,0.5913906922036368,-1.0,-1.0,0.00043750739158179337,0.001789724379901957
20211122T132125,-83.5305,-89.1786,-89.1356,-83.5249,-10.2591,-36.6351,-1.1929,7.0805,1.9418342020948707,0.0,0.8739468803554133,0.9151546075480644,0.00012946428152491263,-1.0,4.28174212417453e-05,2.7603994221233336e-05
20211122T132301,-78.6907,-84.4266,-84.4202,-78.6876,-8.7192,-10.842,-3.8414,-2.5412,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211122T132437,-73.8445,-79.5838,-79.5805,-73.8423,-8.1144,-8.8955,-4.7697,-4.2476,0.9327230391690423,1.0,0.5837305953477174,0.3087333491272464,0.001163756058776948,0.007785211383038043,0.002321650548343131,0.00021151516575069603
20211122T132613,-68.9944,-74.7331,-74.731,-68.9929,-7.7986,-8.1973,-5.2465,-4.9629,0.3608762102096793,0.0,0.3608762102096793,0.0,0.04778051642483932,-1.0,0.03269216085079774,-1.0
20211122T132749,-64.1406,-69.8783,-69.8768,-64.1394,-7.6092,-7.8461,-5.5389,-5.3585,2.5171130521478813,0.0,1.247437842413597,1.166366002153643,0.000762512406578273,-1.0,0.0007192739122047021,9.123216806150892e-05
20211122T132925,-59.2831,-65.0193,-65.0182,-59.2821,-7.4865,-7.6396,-5.7378,-5.6118,0.0,0.0,1.1491537270527583,0.0,-1.0,-1.0,0.003442988254631628,-1.0
20211122T133101,-54.4222,-60.1566,-60.1557,-54.4215,-7.4034,-7.5073,-5.8832,-5.789,1.0524848155616893,0.0,0.47797758183017935,0.7905886433011611,0.005208510914218258,-1.0,0.0012009066485537065,0.011617239041769888
20211122T133237,-49.5576,-55.2904,-55.2897,-49.557,-7.3455,-7.4184,-5.9944,-5.9207,0.0,1.1551396016102637,0.454632661049421,0.0,-1.0,0.03365592063633969,0.00282272437430512,-1.0
20211122T133413,-44.6891,-50.4203,-50.4198,-44.6886,-7.3052,-7.3567,-6.0831,-6.0233,1.8590082747748125,0.0,1.440648694287779,0.6319251146108102,0.0018225001584354934,-1.0,0.001195866740754603,0.00494985806734735
20211122T133549,-39.8175,-45.5464,-45.5459,-39.8172,-7.2774,-7.3137,-6.1556,-6.1057,1.9775030571926395,0.0,1.1665627258192375,0.5690544371178278,0.002033254094963469,-1.0,0.0002617166330511706,0.0005966705254486414
20211122T133725,-34.9417,-40.6692,-40.669,-34.9415,-7.2591,-7.2842,-6.2162,-6.1738,0.0,0.0,2.8380418394243425,0.0,-1.0,-1.0,0.0033793818677986054,-1.0
20211122T133901,-30.0624,-35.788,-35.7878,-30.0622,-7.2478,-7.2643,-6.2677,-6.231,0.0,0.0,1.4252990399043997,0.9783782501551768,-1.0,-1.0,0.00016003206462327128,0.00018407278953083797
20211122T134037,-25.1797,-30.9034,-30.9032,-25.1796,-7.2424,-7.2518,-6.3121,-6.28,1.0,1.0,1.0,0.0,0.1218394965177506,0.041899681276927295,0.04364118963374528,-1.0
20211122T134213,-20.2933,-26.0154,-26.0154,-20.2932,-7.2415,-7.2456,-6.3507,-6.3223,0.0,0.0,1.7819552337769695,0.980529220428283,-1.0,-1.0,0.00028086699508372603,0.0006127172416421232
20211122T134349,-15.4038,-21.124,-21.1239,-15.4037,-7.242,-7.2467,-6.3843,-6.3591,0.0,0.0,1.1478263652308345,1.3050902998351657,-1.0,-1.0,0.00013818507259034883,0.003170118392732802
20211122T134525,-10.5109,-16.2296,-16.2296,-10.5109,-7.2458,-7.253,-6.4137,-6.3912,0.0,0.0,1.0365031115255159,0.0,-1.0,-1.0,0.0015555348659402812,-1.0
20211122T134701,-5.615,-11.3321,-11.3321,-5.6149,-7.2532,-7.2626,-6.4394,-6.4194,7.604256608430846,7.604256608430846,1.5939683660349735,0.9772202045954739,0.00012660788240836598,0.001110361775596641,5.792923015633396e-05,0.0002049944280345027
20211122T134837,-0.7159,-6.4319,-6.4319,-0.7159,-7.2639,-7.2754,-6.4616,-6.4439,1.684431835671367,0.0,1.062906397346228,0.9165118913274768,0.0019786359117175095,-1.0,0.0010141500987915168,0.0006838535290265402
20211122T135013,4.1859,-1.5289,-1.5289,4.1859,-7.2777,-7.2913,-6.4807,-6.4652,0.0,0.0,1.5449442668110298,0.0,-1.0,-1.0,0.0003589961731695179,-1.0
20211122T135149,9.0901,3.3766,3.3766,9.0902,-7.2946,-7.3103,-6.4965,-6.4831,0.0,0.0,1.2063294667768223,1.3492525637685904,-1.0,-1.0,0.00046400802817936945,0.005117977867754221
20211122T135325,13.9966,8.2842,8.2843,13.9966,-7.3149,-7.333,-6.5094,-6.4981,2.7792834461595843,2.7792834461595843,2.7792834461595843,0.4119836153299266,0.1224819527834252,0.003298245501557712,0.06241203745898272,0.023679570897414057
20211122T135501,18.9049,13.1937,13.1938,18.905,-7.3385,-7.3592,-6.519,-6.5099,1.8103777166799997,0.0,1.2665758141680181,0.6766704241727862,0.002135058112716471,-1.0,0.0008807132655963879,0.002239556600134377
20211122T135637,23.815,18.1047,18.1048,23.8151,-7.366,-7.3895,-6.5248,-6.5183,0.0,0.0,2.117317516263322,0.0,-1.0,-1.0,0.0008638003258760453,-1.0
20211122T135813,28.7267,23.0169,23.0171,28.7268,-7.3978,-7.4247,-6.5267,-6.5229,1.0,1.0,1.0,0.10482891830224478,0.12181255744331689,0.02586856233518263,0.05128323342354025,0.0097452393924877
20211122T135949,33.6394,27.9303,27.9306,33.6396,-7.4347,-7.4655,-6.5266,-6.5191,0.0,0.0,0.9489849066938686,0.0,-1.0,-1.0,0.00025088363601832154,-1.0
20211122T140125,38.5531,32.8443,32.8447,38.5535,-7.4778,-7.5139,-6.523,-6.5088,2.237475728534674,0.0,2.237475728534674,0.5392480062808886,0.0016306469492662515,-1.0,0.0012085288587192458,0.0003757755677043339
20211122T140301,43.4674,37.7589,37.7593,43.4679,-7.5289,-7.5715,-6.5137,-6.4909,1.5212710569159174,0.0,1.5212710569159174,0.9679254071226873,0.01068281152008121,-1.0,0.0072559044980731015,0.022624266708230274
20211122T140437,48.3813,42.6737,42.6742,48.3818,-7.5901,-7.6414,-6.4972,-6.4628,0.0,0.0,1.4035260545954256,0.6641687153132869,-1.0,-1.0,0.001149238382109525,0.002281661876051789
20211122T140613,53.2951,47.5875,47.5881,53.2959,-7.6648,-7.7279,-6.471,-6.4204,2.0889256204368,0.0,1.559735524470833,2.2621793141293924,0.0006829887560449364,-1.0,0.0002982597798019971,0.0015960023612911051
20211122T140749,58.2084,52.5009,52.5017,58.2093,-7.758,-7.838,-6.4311,-6.3572,1.0,1.0,1.0,0.09502000056177333,0.1175951598042964,0.06838300830208417,0.028775989834208867,0.04052300979597652
20211122T140925,63.1209,57.4131,57.4142,63.1221,-7.8781,-7.9839,-6.3718,-6.2618,2.750515320381971,0.0,0.6989529458693666,0.5423979258130781,0.0001357905308374078,-1.0,8.675590424678438e-05,0.002113987914650606
20211122T141101,68.0322,62.3242,62.3255,68.0338,-8.0399,-8.188,-6.2826,-6.1132,1.0060562549384087,0.0,1.0060562549384087,1.5747616484472875,0.007173693912956817,-1.0,0.004784032724951423,0.012423255261969746
20211122T141237,72.9417,67.2336,67.2352,72.9438,-8.2717,-8.4976,-6.1446,-5.8656,0.0,0.0,1.0662292762536012,0.3302099906389383,-1.0,-1.0,0.00026554795986145365,0.0005696824461238391
20211122T141413,77.8489,72.1408,72.1429,77.8518,-8.6348,-9.0274,-5.918,-5.3991,1.0,1.0,1.0,0.057600748804760786,0.05026870885208759,0.39133990319689377,0.21315696982841872,0.00951530814590701
20211122T141549,82.7508,77.0454,77.0483,82.7558,-9.2941,-10.1603,-5.5022,-4.2702,1.758729691408202,0.0,0.4859132944084177,2.0244245386178124,0.0018898191696495284,-1.0,0.0007134917430433386,0.006291791667534412
20211122T141725,87.6269,81.945,81.9497,87.6426,-10.8855,-14.3684,-4.5524,1.6496,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211122T141901,89.6177,86.8273,86.8391,89.6194,157.88,-29.4847,-177.154,101.576,2.2562328714704205,0.0,0.8875772398668802,1.3539428806110554,0.0014306723170177083,-1.0,0.0003101342411288115,5.6312771371435155e-06
20211122T142037,88.2044,82.5172,82.5123,88.1839,169.505,165.939,-179.524,179.667,0.0,0.0,0.49156132697182703,0.7526514669724195,-1.0,-1.0,0.01813968874171739,0.003001524989003814
20211122T142213,83.3347,77.6228,77.6199,83.3294,170.933,170.189,174.958,176.76,2.978239368766276,0.0,1.108273692308806,1.0541823063618223,0.004670405644065604,-1.0,2.248582691926548e-05,0.0009662433821552393
20211122T142349,78.4456,72.7294,72.7273,78.4426,171.476,171.169,174.356,175.107,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211122T142525,73.5573,67.8382,67.8366,73.5552,171.754,171.593,174.016,174.432,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211122T142701,68.6712,62.9499,62.9487,68.6697,171.918,171.823,173.797,174.062,1.0,1.0,1.0,0.0,0.07384319433902692,0.015991937304118107,0.04621467920800546,-1.0
20211122T142837,63.7882,61.3751,61.3739,63.7871,171.958,171.962,173.741,173.827,1.043769639110396,0.0,0.3582855748246042,0.3579952128888882,0.0006558631714507202,-1.0,0.0010317159490874023,0.0032963934200820506
20211122T151004,-61.7464,-67.4981,-67.496,-61.7446,171.566,171.355,173.561,173.689,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211122T151140,-66.5787,-72.3289,-72.326,-66.5764,171.395,171.076,173.781,173.984,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211122T151316,-71.4119,-77.1604,-77.1563,-71.4089,171.138,170.589,174.135,174.494,1.642152681794071,0.0,0.6892904981511073,0.0,0.003065989143259743,-1.0,0.005041973968457051,-1.0
20211122T151452,-76.2463,-81.9916,-81.985,-76.2422,170.705,169.523,174.777,175.55,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211122T151628,-81.0813,-86.0124,-86.8139,-81.075,178.915,166.674,165.245,178.381,3.387390092405102,0.0,3.387390092405102,1.7615129912933079,0.0049800134062585955,-1.0,0.002224557619520343,0.0014080410284084386
20211122T151804,-85.8979,-89.606,-89.4832,-86.2979,179.555,-138.167,-177.092,9.455,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211122T151940,-83.4611,-89.0729,-89.1331,-83.4693,-12.1537,-41.1865,-3.3822,3.0104,1.0006454021178945,0.0,0.990442976502161,0.8598503881700479,0.001884146556805125,-1.0,0.0009037704838666147,0.0014284942049183015
20211122T152116,-78.6254,-84.3581,-84.3673,-78.63,-10.2585,-12.8635,-5.4617,-4.4408,0.34077755476737587,1.0,0.34077755476737587,0.23111467218535153,0.01464445711253584,0.045055842341278525,0.011043205976505663,0.010748898752001225
20211122T152252,-73.7816,-79.5201,-79.5248,-73.7847,-9.5043,-10.4747,-6.195,-5.784,2.1832661443711414,0.0,0.3130240079567238,0.5319204411947501,0.01922402337487209,-1.0,0.002579961491513562,0.00896236371677109
20211122T152428,-68.9333,-74.6721,-74.675,-68.9355,-9.1054,-9.6057,-6.5721,-6.3489,1.6629363846960887,0.0,0.8706605919502735,0.5967658878455838,0.0010064569492204975,-1.0,0.0020186714760129965,0.0036751476620116657
20211122T152604,-64.0811,-69.8189,-69.821,-64.0828,-8.8627,-9.1632,-6.8033,-6.6619,1.0,1.0,1.0,0.005695161552645319,60.25887116436644,56.9490950865671,58.678193351426394,0.5074760767170944
20211122T152740,-59.2251,-64.9617,-64.9631,-59.2263,-8.7023,-8.8995,-6.9603,-6.8619,0.0,1.0,0.18234473079896196,0.0,-1.0,0.056424457802201705,0.0011465025483713312,-1.0
20211122T152916,-54.3655,-60.1003,-60.1013,-54.3665,-8.5907,-8.7272,-7.075,-7.0019,1.912788106892556,0.0,1.912788106892556,0.673395048677161,0.011910310412072495,-1.0,0.011672638930548825,0.008745481149680288
20211122T153052,-49.5021,-55.2353,-55.2361,-49.5028,-8.5105,-8.6085,-7.1623,-7.1055,0.5204164295902666,1.0,1.0,0.0,0.004171081940017367,0.012201868808197677,0.02185757971969474,-1.0
20211122T153228,-44.6348,-50.3663,-50.3669,-44.6353,-8.4517,-8.5235,-7.2317,-7.1858,0.0,0.0,0.7551927106286158,0.6564336890805131,-1.0,-1.0,0.0005930602474227351,0.0007278629126850121
20211122T153404,-39.7641,-45.4935,-45.4939,-39.7645,-8.4084,-8.4615,-7.2879,-7.2501,1.6573822411863033,0.0,1.5001235083276847,1.3691850588451215,0.0018611758217124649,-1.0,0.0017154663545787085,0.004333444064704196
20211122T153540,-34.8894,-40.6172,-40.6175,-34.8897,-8.3765,-8.4159,-7.3345,-7.3027,0.0,0.0,1.5456875540069694,0.906339322834819,-1.0,-1.0,0.0010703488175563573,0.0014310607949847122
20211122T153716,-30.011,-35.7369,-35.737,-30.0112,-8.3532,-8.3821,-7.3739,-7.3466,1.9920102672022382,0.0,1.9920102672022382,0.4083709553103105,0.0010497445472054268,-1.0,0.0006122029984567875,0.0007526307184311569
20211122T153852,-25.129,-30.853,-30.8531,-25.1291,-8.3369,-8.3576,-7.4071,-7.3837,0.0,1.0,1.0,0.0,-1.0,0.6202105024441652,0.7765836661836949,-1.0
20211122T154028,-20.2432,-25.9656,-25.9657,-20.2432,-8.3262,-8.3402,-7.4354,-7.4152,0.0,0.0,1.5489994004724512,1.478750282241869,-1.0,-1.0,4.065686456428698e-05,6.550913626428028e-05
20211122T154204,-15.3542,-21.0747,-21.0746,-15.3542,-8.3202,-8.3286,-7.4596,-7.4421,1.5118479099360618,5.102016160309303,1.5118479099360618,0.7241822165112709,0.0011079946066083173,0.00039909008505924356,0.00042930617065623227,0.0009349570532521576
20211122T154340,-10.462,-16.1807,-16.1806,-10.462,-8.3184,-8.3219,-7.4801,-7.465,0.0,0.0,1.5863472734516566,0.0,-1.0,-1.0,0.0008400045717321553,-1.0
20211122T154516,-5.5662,-11.2837,-11.2836,-5.5661,-8.3184,-8.3204,-7.497,-7.4843,0.0,0.0,1.5930294823987103,1.0871539630902767,-1.0,-1.0,0.00023586506050497425,0.0006378745520581123
20211122T154652,-0.6675,-6.3835,-6.3833,-0.6674,-8.3204,-8.3246,-7.5107,-7.5003,0.0,0.0,1.3026034344023567,0.0,-1.0,-1.0,0.001466892432406561,-1.0
20211122T154828,4.2341,-1.4806,-1.4805,4.2343,-8.3257,-8.332,-7.5214,-7.513,0.0,0.0,1.6151774232280713,0.0,-1.0,-1.0,0.0013444773837759192,-1.0
20211122T155004,9.1385,3.425,3.425,9.1387,-8.3341,-8.3425,-7.5287,-7.5225,2.2062523686027173,0.0,1.8241926637008932,1.449249277134607,0.003393460936352451,-1.0,0.0016095443565084984,0.00021586415695121157
20211122T155140,14.045,8.3329,8.333,14.0451,-8.3456,-8.3562,-7.5328,-7.5289,1.6046693424553127,0.0,1.23394027090782,0.0,0.0008361582223036277,-1.0,0.0005776555917684696,-1.0
20211122T155316,18.9537,13.2426,13.2426,18.9537,-8.3603,-8.3731,-7.5336,-7.5311,2.4487613863807685,2.4487613863807685,2.4487613863807685,0.5095966154681129,0.004305797748947075,0.005489619427045847,0.0003722826512468515,0.002977722243831175
20211122T155452,23.864,18.154,18.154,23.8641,-8.3784,-8.3938,-7.5331,-7.5263,0.0,0.0,1.7695020200495952,0.0,-1.0,-1.0,0.0006038287158648727,-1.0
20211122T155628,28.7761,23.0667,23.0666,28.7761,-8.4002,-8.4185,-7.529,-7.5165,0.0,0.0,1.4196285981596073,0.4674490164647985,-1.0,-1.0,0.00023014929320646523,0.0009750100368348416
20211122T155804,33.6896,27.9808,27.9806,33.6895,-8.4263,-8.448,-7.52,-7.5006,0.0,0.0,1.0111117481715748,0.626024412016433,-1.0,-1.0,0.00043874212568614665,0.00014141147762042488
20211122T155940,38.604,32.8957,32.8954,38.6038,-8.4576,-8.4835,-7.5051,-7.4772,0.0,0.0,0.7709295879449932,0.4135464351012762,-1.0,-1.0,0.010556861252659486,0.0076219400095658505
20211122T160116,43.5191,37.8111,37.8108,43.5188,-8.4953,-8.5267,-7.483,-7.4444,0.0,0.0,0.20699521596992432,0.16535099185914415,-1.0,-1.0,0.01370113456453909,0.058794795034111766
20211122T160252,48.434,42.7268,42.7263,48.4336,-8.5413,-8.5795,-7.4519,-7.3987,7.840193368898021,7.840193368898021,1.245079335798765,0.728730090424047,0.008235327866256826,0.0008753261483644523,0.0002925001713212707,0.0006092537952068568
20211122T160428,53.3489,47.6419,47.6413,53.3482,-8.598,-8.6455,-7.4085,-7.3349,2.0561472140033605,0.0,2.0656790750590317,0.8474780414764296,0.009430954823225637,-1.0,0.003580452973578118,0.00413971420293165
20211122T160604,58.2635,52.5564,52.5556,58.2627,-8.6693,-8.7301,-7.3481,-7.2445,1.3882704797221317,0.0,1.3882704797221317,0.5209529074036304,0.00016477909023647602,-1.0,9.773951824666858e-05,0.00011313836030031819
20211122T160740,63.1773,57.4701,57.4691,63.1762,-8.7617,-8.8428,-7.2626,-7.1133,0.0,0.0,0.6401403405115635,0.43171925588326093,-1.0,-1.0,0.0007343801329850631,0.002949834359850551
20211122T160916,68.0902,62.3826,62.3813,68.0887,-8.8868,-9.0015,-7.1393,-6.9138,0.8967726865338806,0.0,0.8439293340196147,0.9668855712097552,0.0013968860657459447,-1.0,0.0006340311775795484,0.0013632241605580186
20211122T161052,73.0017,67.2938,67.2921,72.9995,-9.0668,-9.2423,-6.9536,-6.5873,1.0693078097651703,0.0,0.0,0.2843414312540616,0.014116598263727784,-1.0,-1.0,0.0030745560449438056
20211122T161228,77.9111,72.203,72.2006,77.9078,-9.3499,-9.6568,-6.6542,-5.9795,2.6417507995806613,0.0,2.6417507995806613,1.3046765662354098,0.00879740831430756,-1.0,0.002336654613796185,0.0024141870116094594
20211122T161404,82.8167,77.1098,77.1065,82.8109,-9.8661,-10.5482,-6.1119,-4.5149,2.6918655448851565,0.0,0.6932927439573006,0.8571131673556585,0.0001707319523611964,-1.0,8.5383219785845e-06,3.981562931217796e-05
20211122T161540,87.7053,82.0129,82.0074,87.6865,-11.1204,-13.9165,-4.8795,3.2442,0.7039227880676494,1.0,0.0,0.32148260172742354,0.003977328834039012,0.013236858097797241,-1.0,0.0028102171444481273
20211122T161716,89.6031,86.9042,86.8901,89.5996,153.833,-26.9458,-179.206,103.767,1.0446146799875975,0.0,0.7975811797076642,0.6914171985225676,0.0035539961835383644,-1.0,0.007612759949453099,0.016917154528992125
20211122T161852,88.1414,82.4471,82.4528,87.3397,167.617,160.17,163.219,179.423,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
20211122T162028,83.2618,77.553,77.5564,83.268,169.403,168.464,173.442,174.83,0.0,0.0,0.8487072261254371,0.0,-1.0,-1.0,0.0008638855045421145,-1.0
