Point,X,Y,Na/Si,Na/Si_uncer,Al/Si,Al/Si_uncer,Mg/Si,Mg/Si_uncer,Ca/Si,Ca/Si_uncer,Polygon ID
V3,4612727.4203,-1643240.5537,,,1.950142603573492,0.0109528258147997,,,,,922
V0,-158942.8736,-1528739.5824,,,1.0,0.0154259223580993,,,,,923
V1,-163527.7642,-1702307.408,,,1.0,0.0154259223580993,,,,,923
V2,-118179.1936,-1702498.4451,,,1.0,0.0154259223580993,,,,,923
V3,-117224.0081,-1528903.3285,,,1.0,0.0154259223580993,,,,,923
V0,-1537818.3936,1822306.0026,,,1.2114496022570156,0.0168491752233044,,,,,924
V1,-1540028.9658,1649584.1986,,,1.2114496022570156,0.0168491752233044,,,,,924
V2,-1499644.3277,1649180.898,,,1.2114496022570156,0.0168491752233044,,,,,924
V3,-1490908.1705,1821835.9907,,,1.2114496022570156,0.0168491752233044,,,,,924
V0,-3494280.9631,-1522684.0094,,,0.9444222833174286,0.0018033399991818,,,,,925
V1,-3505258.016,-1696139.6385,,,0.9444222833174286,0.0018033399991818,,,,,925
V2,-3458741.9964,-1696937.1426,,,0.9444222833174286,0.0018033399991818,,,,,925
V3,-3454041.8771,-1523372.3494,,,0.9444222833174286,0.0018033399991818,,,,,925
V0,-2172755.9958,1816662.8271,,,1.0641526359039997,0.0350459229924349,,,,,926
V1,-2179690.9461,1643959.2171,,,1.0641526359039997,0.0350459229924349,,,,,926
V2,-2139433.666,1643228.4243,,,1.0641526359039997,0.0350459229924349,,,,,926
V3,-2125921.5811,1815813.7733,,,1.0641526359039997,0.0350459229924349,,,,,926
V0,77294.2202,2066208.8394,,,0.0,-1.0,,,,,927
V1,74665.1858,1945488.549,,,0.0,-1.0,,,,,927
V2,136964.5092,1945673.5215,,,0.0,-1.0,,,,,927
V3,139660.2551,2066427.1676,,,0.0,-1.0,,,,,927
V0,5070670.6584,1773852.321,,,1.0,0.0522456420938807,,,,,928
V1,5069548.6945,1600806.0571,,,1.0,0.0522456420938807,,,,,928
V2,5111122.0079,1600657.4727,,,1.0,0.0522456420938807,,,,,928
V3,5115973.744,1773679.4779,,,1.0,0.0522456420938807,,,,,928
V0,495808.0058,-1555878.9811,,,0.9595299460569976,0.0004405450967695,,,,,929
V1,492627.0864,-1729210.2845,,,0.9595299460569976,0.0004405450967695,,,,,929
V2,536602.0092,-1729261.8342,,,0.9595299460569976,0.0004405450967695,,,,,929
V3,538409.2808,-1555921.4338,,,0.9595299460569976,0.0004405450967695,,,,,929
V0,179535.4609,2065323.3976,,,1.031516986505041,0.0042439524578857,,,,,930
V1,177149.0132,1944645.5599,,,1.031516986505041,0.0042439524578857,,,,,930
V2,238808.514,1944785.0473,,,1.031516986505041,0.0042439524578857,,,,,930
V3,242074.3388,2065487.1437,,,1.031516986505041,0.0042439524578857,,,,,930
V0,2901207.7785,-1471570.9699,,,0.7117390417823872,0.0001949249395769,,,,,931
V1,2889518.1269,-1645724.0361,,,0.7117390417823872,0.0001949249395769,,,,,931
V2,2935248.7717,-1646676.1893,,,0.7117390417823872,0.0001949249395769,,,,,931
V3,2941413.5088,-1472407.8944,,,0.7117390417823872,0.0001949249395769,,,,,931
V0,3699448.7521,1772220.9247,,,0.9248276326210376,0.0001389446801951,,,,,932
V1,3694809.2795,1599141.3051,,,0.9248276326210376,0.0001389446801951,,,,,932
V2,3734805.7787,1598519.6764,,,0.9248276326210376,0.0001389446801951,,,,,932
V3,3745843.4783,1771499.229,,,0.9248276326210376,0.0001389446801951,,,,,932
V0,-4076428.6446,1886922.03,,,0.0,-1.0,,,,,933
V1,-4080401.0035,1714743.014,,,0.0,-1.0,,,,,933
V2,-4040738.0612,1714263.905,,,0.0,-1.0,,,,,933
V3,-4029336.4814,1886351.951,,,0.0,-1.0,,,,,933
V0,-2647865.2827,-1476349.9299,,,0.0,-1.0,,,,,934
V1,-2659524.6109,-1650017.8225,,,0.0,-1.0,,,,,934
V2,-2613712.0931,-1650951.7817,,,0.0,-1.0,,,,,934
V3,-2607820.2661,-1477168.6604,,,0.0,-1.0,,,,,934
V0,5138170.4365,1772327.0564,,,0.0,-1.0,,,,,935
V1,5137169.7659,1599350.5363,,,0.0,-1.0,,,,,935
V2,5178227.5824,1599195.8872,,,0.0,-1.0,,,,,935
V3,5183170.2885,1772145.1163,,,0.0,-1.0,,,,,935
V0,-2779313.9744,-1480504.2289,,,1.0,220.04685277654505,,,,,936
V1,-2791079.4344,-1654114.5071,,,1.0,220.04685277654505,,,,,936
V2,-2745394.2746,-1655048.4663,,,1.0,220.04685277654505,,,,,936
V3,-2739444.8333,-1481322.9594,,,1.0,220.04685277654505,,,,,936
V0,-4534584.1462,-1506315.4648,,,0.0,-1.0,,,,,937
V1,-4539587.4991,-1679855.9993,,,0.0,-1.0,,,,,937
V2,-4494678.6171,-1680086.4568,,,0.0,-1.0,,,,,937
V3,-4493890.21,-1506515.5989,,,0.0,-1.0,,,,,937
V0,-2270203.1148,1814294.5734,,,1.0264748020052483,0.0086953605299163,,,,,938
V1,-2277359.4255,1641678.9011,,,1.0264748020052483,0.0086953605299163,,,,,938
V2,-2237593.3837,1640942.0437,,,1.0264748020052483,0.0086953605299163,,,,,938
V3,-2223969.1024,1813436.4226,,,1.0264748020052483,0.0086953605299163,,,,,938
V0,-2547901.3256,-1468669.0252,,,0.0,-1.0,,,,,939
V1,-2559117.933,-1642349.0472,,,0.0,-1.0,,,,,939
V2,-2513593.487,-1643249.6507,,,0.0,-1.0,,,,,939
V3,-2508041.2815,-1469457.4324,,,0.0,-1.0,,,,,939
V0,3574182.9915,1770977.6673,,,0.0,-1.0,,,,,940
V1,3568603.495,1598043.5998,,,0.0,-1.0,,,,,940
V2,3608327.0841,1597358.2921,,,0.0,-1.0,,,,,940
V3,3620274.4842,1770177.1309,,,0.0,-1.0,,,,,940
V0,-4471663.1941,-1503383.1968,,,0.0,-1.0,,,,,941
V1,-4477151.7205,-1676923.7313,,,0.0,-1.0,,,,,941
V2,-4431909.2817,-1677202.7061,,,0.0,-1.0,,,,,941
V3,-4431393.7847,-1503625.7836,,,0.0,-1.0,,,,,941
V0,-4661184.1343,-1508662.4921,,,0.0,-1.0,,,,,942
V1,-4665308.1099,-1682184.8326,,,0.0,-1.0,,,,,942
V2,-4621126.9883,-1682327.3524,,,0.0,-1.0,,,,,942
V3,-4619883.731,-1508786.8179,,,0.0,-1.0,,,,,942
V0,-2844921.5754,-1482729.9628,,,0.0,-1.0,,,,,943
V1,-2856677.9384,-1656297.7884,,,0.0,-1.0,,,,,943
V2,-2811104.975,-1657225.6829,,,0.0,-1.0,,,,,943
V3,-2805170.6953,-1483539.5963,,,0.0,-1.0,,,,,943
V0,1920174.6161,-1713099.4884,,,0.0,-1.0,,,,,944
V1,1904712.7397,-1885057.144,,,0.0,-1.0,,,,,944
V2,1951662.3832,-1885903.1655,,,0.0,-1.0,,,,,944
V3,1959297.8028,-1713802.9901,,,0.0,-1.0,,,,,944
V0,2868103.7768,1775380.6178,,,0.0,-1.0,,,,,945
V1,2860080.2183,1602528.4234,,,0.0,-1.0,,,,,945
V2,2899582.4469,1601676.3372,,,0.0,-1.0,,,,,945
V3,2914271.0778,1774386.0119,,,0.0,-1.0,,,,,945
V0,-4408833.212,-1500362.9911,,,1.0,0.0139853295599261,,,,,946
V1,-4414806.912,-1673903.5256,,,1.0,0.0139853295599261,,,,,946
V2,-4369261.2397,-1674234.0501,,,1.0,0.0139853295599261,,,,,946
V3,-4369048.9762,-1500651.0629,,,1.0,0.0139853295599261,,,,,946
V0,3061233.1957,1771535.617,,,1.0,0.0054321114591812,,,,,947
V1,3053864.6215,1598683.4225,,,1.0,0.0054321114591812,,,,,947
V2,3093406.2705,1597861.6597,,,1.0,0.0054321114591812,,,,,947
V3,3107264.0416,1770586.4961,,,1.0,0.0054321114591812,,,,,947
V0,5273200.3159,1777845.9062,,,0.0,-1.0,,,,,948
V1,5272320.9388,1604957.3237,,,0.0,-1.0,,,,,948
V2,5312984.5517,1604787.513,,,0.0,-1.0,,,,,948
V3,5318109.1979,1777651.8368,,,0.0,-1.0,,,,,948
V0,5205761.1846,1772715.1953,,,4.628153115862728,0.0771878206010414,,,,,949
V1,5204821.1607,1599793.2572,,,4.628153115862728,0.0771878206010414,,,,,949
V2,5245545.4203,1599629.5111,,,4.628153115862728,0.0771878206010414,,,,,949
V3,5250579.0965,1772524.1582,,,4.628153115862728,0.0771878206010414,,,,,949
V0,-3941216.8251,1890366.7626,,,0.0,-1.0,,,,,950
V1,-3946462.7647,1718299.943,,,0.0,-1.0,,,,,950
V2,-3907194.0259,1717754.1227,,,0.0,-1.0,,,,,950
V3,-3894609.8355,1889717.8429,,,0.0,-1.0,,,,,950
V0,-2481038.3379,-1463680.8341,,,0.0,-1.0,,,,,951
V1,-2491897.1297,-1637348.7267,,,0.0,-1.0,,,,,951
V2,-2446645.5939,-1638219.0068,,,0.0,-1.0,,,,,951
V3,-2441360.2339,-1464441.9502,,,0.0,-1.0,,,,,951
V0,-4179255.1259,1876866.807,,,0.0,-1.0,,,,,952
V1,-4182014.5508,1704696.888,,,0.0,-1.0,,,,,952
V2,-4142745.812,1704290.5551,,,0.0,-1.0,,,,,952
V3,-4132769.4297,1876384.6658,,,0.0,-1.0,,,,,952
V0,2802775.1506,1775720.2393,,,1.0,0.0126846880870581,,,,,953
V1,2794724.3011,1602910.4976,,,1.0,0.0126846880870581,,,,,953
V2,2834059.7513,1602058.4114,,,1.0,0.0126846880870581,,,,,953
V3,2848751.4146,1774725.6334,,,1.0,0.0126846880870581,,,,,953
V0,891867.3504,1721629.4468,,,0.0,-1.0,,,,,954
V1,891163.8487,1548383.0489,,,0.0,-1.0,,,,,954
V2,931557.5838,1548188.9794,,,0.0,-1.0,,,,,954
V3,936624.6157,1721408.0864,,,0.0,-1.0,,,,,954
V0,592736.5955,-1555466.5835,,,0.0,-1.0,,,,,955
V1,589331.2832,-1728649.3025,,,0.0,-1.0,,,,,955
V2,632790.709,-1728725.1108,,,0.0,-1.0,,,,,955
V3,634406.9436,-1555530.2625,,,0.0,-1.0,,,,,955
V0,5373631.2526,1776093.2166,,,0.0,-1.0,,,,,956
V1,5372751.8754,1603219.7958,,,0.0,-1.0,,,,,956
V2,5413294.1949,1603056.0497,,,0.0,-1.0,,,,,956
V3,5418358.1944,1775902.1794,,,0.0,-1.0,,,,,956
V0,-3365497.6939,-1506485.2756,,,0.0,-1.0,,,,,957
V1,-3376687.0102,-1679843.87,,,0.0,-1.0,,,,,957
V2,-3331262.6312,-1680680.7944,,,0.0,-1.0,,,,,957
V3,-3326016.6916,-1507210.0036,,,0.0,-1.0,,,,,957
V0,3479422.5214,1767202.4102,,,0.0,-1.0,,,,,958
V1,3473266.8813,1594307.7631,,,0.0,-1.0,,,,,958
V2,3512717.5602,1593586.0673,,,0.0,-1.0,,,,,958
V3,3525150.1339,1766359.4211,,,0.0,-1.0,,,,,958
V0,-5378028.1384,1780811.5299,,,0.0,-1.0,,,,,959
V1,-5379150.1023,1607977.5294,,,0.0,-1.0,,,,,959
V2,-5338304.5493,1607841.0744,,,0.0,-1.0,,,,,959
V3,-5333634.7533,1780653.8485,,,0.0,-1.0,,,,,959
V0,3222735.3601,1767602.6784,,,0.9252312064166563,0.0093750998382103,,,,,960
V1,3215730.6661,1594726.2253,,,0.9252312064166563,0.0093750998382103,,,,,960
V2,3255120.6983,1593940.8505,,,0.9252312064166563,0.0093750998382103,,,,,960
V3,3268493.2958,1766686.9132,,,0.9252312064166563,0.0093750998382103,,,,,960
V0,-3009462.1395,-1486635.6104,,,2.0735030298059747,0.0200818024198787,,,,,961
V1,-3021345.8605,-1660112.4658,,,2.0735030298059747,0.0200818024198787,,,,,961
V2,-2976048.8397,-1661046.425,,,2.0735030298059747,0.0200818024198787,,,,,961
V3,-2969969.0079,-1487448.2762,,,2.0735030298059747,0.0200818024198787,,,,,961
V0,-5216040.8004,1783664.9572,,,0.0,-1.0,,,,,962
V1,-5217556.9679,1610855.2154,,,0.0,-1.0,,,,,962
V2,-5176195.9179,1610773.3424,,,0.0,-1.0,,,,,962
V3,-5172223.559,1783567.9224,,,0.0,-1.0,,,,,962
V0,-3075121.2902,-1489495.1023,,,0.0,-1.0,,,,,963
V1,-3087068.6902,-1662935.5698,,,0.0,-1.0,,,,,963
V2,-3041826.2514,-1663869.529,,,0.0,-1.0,,,,,963
V3,-3035670.6113,-1490307.7681,,,0.0,-1.0,,,,,963
V0,3287536.3599,1766805.1743,,,0.9171638453450272,0.0018414112896385,,,,,964
V1,3280622.636,1593934.7859,,,0.9171638453450272,0.0018414112896385,,,,,964
V2,3319982.3449,1593155.4758,,,0.9171638453450272,0.0018414112896385,,,,,964
V3,3333203.3257,1765895.4738,,,0.9171638453450272,0.0018414112896385,,,,,964
V0,3383964.6143,1766417.0354,,,2.2091929314806413,0.0018499234217658,,,,,965
V1,3377323.8005,1593543.6146,,,2.2091929314806413,0.0018499234217658,,,,,965
V2,3416683.5094,1592785.5309,,,2.2091929314806413,0.0018499234217658,,,,,965
V3,3429601.2567,1765534.6259,,,2.2091929314806413,0.0018499234217658,,,,,965
V0,-5312954.2283,1779601.6282,,,4.694990758513703,0.0210556326524926,,,,,966
V1,-5314227.8091,1606782.7894,,,4.694990758513703,0.0210556326524926,,,,,966
V2,-5273291.286,1606667.5607,,,4.694990758513703,0.0210556326524926,,,,,966
V3,-5268894.4002,1779468.2055,,,4.694990758513703,0.0210556326524926,,,,,966
V0,1166323.9951,1709821.5342,,,1.7166613544409977,2.338760522850225e-05,,,,,967
V1,1165423.3916,1536450.8105,,,1.7166613544409977,2.338760522850225e-05,,,,,967
V2,1204488.964,1536083.8979,,,1.7166613544409977,2.338760522850225e-05,,,,,967
V3,1211954.5729,1709393.975,,,1.7166613544409977,2.338760522850225e-05,,,,,967
V0,-3513505.9673,1908378.8328,,,0.0,-1.0,,,,,968
V1,-3520692.6013,1736506.0826,,,0.0,-1.0,,,,,968
V2,-3481757.4194,1735869.2922,,,0.0,-1.0,,,,,968
V3,-3467111.2411,1907620.749,,,0.0,-1.0,,,,,968
V0,-5151694.6508,1783768.0565,,,1.0,0.012870178958364,,,,,969
V1,-5153392.7584,1610988.6381,,,1.0,0.012870178958364,,,,,969
V2,-5111910.415,1610927.9914,,,1.0,0.012870178958364,,,,,969
V3,-5108271.613,1783698.3128,,,1.0,0.012870178958364,,,,,969
V0,3946402.118,1726954.2272,,,1.0,0.0126019652435415,,,,,970
V1,3944370.4535,1553807.8962,,,1.0,0.0126019652435415,,,,,970
V2,3983730.1624,1553386.4017,,,1.0,0.0126019652435415,,,,,970
V3,3991674.8802,1726469.0536,,,1.0,0.0126019652435415,,,,,970
V0,-4283476.4813,-1491981.6171,,,1.0,0.0139899353947263,,,,,971
V1,-4290359.8819,-1665458.4725,,,1.0,0.0139899353947263,,,,,971
V2,-4245238.7365,-1665886.0318,,,1.0,0.0139899353947263,,,,,971
V3,-4244207.7425,-1492357.6266,,,1.0,0.0139899353947263,,,,,971
V0,3362344.0654,-1364338.5058,,,0.0,-1.0,,,,,972
V1,3359433.0238,-1537848.7169,,,0.0,-1.0,,,,,972
V2,3402128.3012,-1539258.7527,,,0.0,-1.0,,,,,972
V3,3403432.2052,-1363252.9298,,,0.0,-1.0,,,,,972
V0,-3172459.245,-1492115.0398,,,0.9618326162816836,0.0074622260354094,,,,,973
V1,-3184285.3517,-1665510.0222,,,0.9618326162816836,0.0074622260354094,,,,,973
V2,-3139224.853,-1666422.7551,,,0.9618326162816836,0.0074622260354094,,,,,973
V3,-3133220.8296,-1492909.5116,,,0.9618326162816836,0.0074622260354094,,,,,973
V0,2310669.6259,1803265.9709,,,1.154757215743398,0.0004099861536947,,,,,974
V1,2302800.7165,1630704.8806,,,1.154757215743398,0.0004099861536947,,,,,974
V2,2341678.284,1629907.3765,,,1.154757215743398,0.0004099861536947,,,,,974
V3,2356466.9821,1802325.947,,,1.154757215743398,0.0004099861536947,,,,,974
V0,1356627.2778,-1585996.1327,,,3.0974461333806422,0.0330005033161875,,,,,975
V1,1346975.3553,-1758845.2948,,,3.0974461333806422,0.0330005033161875,,,,,975
V2,1392051.0157,-1759460.8588,,,3.0974461333806422,0.0330005033161875,,,,,975
V3,1396035.504,-1586532.856,,,3.0974461333806422,0.0330005033161875,,,,,975
V0,-3842120.1159,1892334.7481,,,0.6804903404442179,0.005880645280738,,,,,976
V1,-3847911.8758,1720371.0278,,,0.6804903404442179,0.005880645280738,,,,,976
V2,-3809067.6639,1719803.9812,,,0.6804903404442179,0.005880645280738,,,,,976
V3,-3796028.6232,1891664.602,,,0.6804903404442179,0.005880645280738,,,,,976
V0,-1606700.9164,-1438527.6149,,,0.0,-1.0,,,,,977
V1,-1613335.6655,-1612347.1242,,,0.0,-1.0,,,,,977
V2,-1568663.3056,-1612808.0392,,,0.0,-1.0,,,,,977
V3,-1567338.1752,-1438936.9802,,,0.0,-1.0,,,,,977
V0,-3300939.2808,-1497570.2105,,,0.0,-1.0,,,,,978
V1,-3312280.2139,-1670922.7403,,,0.0,-1.0,,,,,978
V2,-3267250.0385,-1671780.8911,,,0.0,-1.0,,,,,978
V3,-3261791.8354,-1498313.1326,,,0.0,-1.0,,,,,978
V0,-2335043.535,1805810.1,,,0.0,-1.0,,,,,979
V1,-2342315.0744,1633270.236,,,0.0,-1.0,,,,,979
V2,-2303164.5967,1632533.3786,,,0.0,-1.0,,,,,979
V3,-2289619.156,1804954.9815,,,0.0,-1.0,,,,,979
V0,1292611.6527,-1581411.2421,,,0.0,-1.0,,,,,980
V1,1283590.4559,-1754293.7599,,,0.0,-1.0,,,,,980
V2,1328547.8553,-1754860.8066,,,0.0,-1.0,,,,,980
V3,1331980.4585,-1581908.5451,,,0.0,-1.0,,,,,980
V0,1421537.4417,-1588613.0379,,,1.0,0.0017925728766319,,,,,981
V1,1411445.8307,-1761413.6826,,,1.0,0.0017925728766319,,,,,981
V2,1456412.327,-1762059.57,,,1.0,0.0017925728766319,,,,,981
V3,1460818.3098,-1589180.0845,,,1.0,0.0017925728766319,,,,,981
V0,1235803.888,1703138.2678,,,0.0,-1.0,,,,,982
V1,1234296.8175,1529803.932,,,0.0,-1.0,,,,,982
V2,1273071.2857,1529394.5668,,,0.0,-1.0,,,,,982
V3,1281003.8741,1702659.1588,,,0.0,-1.0,,,,,982
V0,-2347821.7948,-1451572.7203,,,1.0,0.0411668350750847,,,,,983
V1,-2358134.7663,-1625207.2572,,,1.0,0.0411668350750847,,,,,983
V2,-2313589.7645,-1626032.0523,,,1.0,0.0411668350750847,,,,,983
V3,-2308628.8644,-1452297.4484,,,1.0,0.0411668350750847,,,,,983
V0,-1708669.2469,-1438175.8641,,,0.0,-1.0,,,,,984
V1,-1716031.7564,-1611931.6943,,,0.0,-1.0,,,,,984
V2,-1671629.2743,-1612468.4176,,,0.0,-1.0,,,,,984
V3,-1669543.0278,-1438648.9083,,,0.0,-1.0,,,,,984
V0,-3579550.2245,1903636.2608,,,0.0,-1.0,,,,,985
V1,-3586403.3017,1731802.9309,,,0.0,-1.0,,,,,985
V2,-3547862.3233,1731187.3669,,,0.0,-1.0,,,,,985
V3,-3533640.672,1902905.468,,,0.0,-1.0,,,,,985
V0,2078447.3437,-1526704.8856,,,0.0,-1.0,,,,,986
V1,2066815.3064,-1699793.6022,,,0.0,-1.0,,,,,986
V2,2111475.5369,-1700645.6884,,,0.0,-1.0,,,,,986
V3,2117458.334,-1527447.8077,,,0.0,-1.0,,,,,986
V0,-2281474.3041,-1449492.5384,,,0.8474918431272701,0.005833853740703,,,,,987
V1,-2291638.6912,-1623105.849,,,0.8474918431272701,0.005833853740703,,,,,987
V2,-2247287.7588,-1623915.4824,,,0.8474918431272701,0.005833853740703,,,,,987
V3,-2242423.8934,-1450205.1372,,,0.8474918431272701,0.005833853740703,,,,,987
V0,1520018.5869,-1593203.9931,,,0.0,-1.0,,,,,988
V1,1509481.2226,-1765919.7325,,,0.0,-1.0,,,,,988
V2,1554256.6818,-1766592.9109,,,0.0,-1.0,,,,,988
V3,1559072.0299,-1593795.2985,,,0.0,-1.0,,,,,988
V0,-3743569.227,1895909.8711,,,0.0,-1.0,,,,,989
V1,-3749755.1905,1724034.0885,,,0.0,-1.0,,,,,989
V2,-3711274.8588,1723451.8802,,,0.0,-1.0,,,,,989
V3,-3697811.2912,1895218.4987,,,0.0,-1.0,,,,,989
V0,-4990010.5463,1786791.2946,,,0.0,-1.0,,,,,990
V1,-4991981.5641,1614133.1696,,,0.0,-1.0,,,,,990
V2,-4950620.5141,1614108.9109,,,0.0,-1.0,,,,,990
V3,-4947497.209,1786764.0036,,,0.0,-1.0,,,,,990
V0,-1776526.8405,-1438006.0533,,,1.0,0.015765797025396,,,,,991
V1,-1784341.1679,-1611719.4309,,,1.0,0.015765797025396,,,,,991
V2,-1740093.3349,-1612301.6392,,,1.0,0.015765797025396,,,,,991
V3,-1737543.1412,-1438518.5179,,,1.0,0.015765797025396,,,,,991
V0,-4853221.9125,-1498707.3362,,,1.087593737957953,0.0095148177214487,,,,,992
V1,-4856223.9242,-1672090.1893,,,1.087593737957953,0.0095148177214487,,,,,992
V2,-4813862.2037,-1672144.7713,,,1.087593737957953,0.0095148177214487,,,,,992
V3,-4812164.096,-1498755.8535,,,1.087593737957953,0.0095148177214487,,,,,992
V0,1305377.7832,1698150.0766,,,0.0,-1.0,,,,,993
V1,1303261.2133,1524864.2583,,,0.0,-1.0,,,,,993
V2,1341768.836,1524409.408,,,0.0,-1.0,,,,,993
V3,1350183.5658,1697622.4503,,,0.0,-1.0,,,,,993
V0,1680680.7944,1681836.1141,,,0.0,-1.0,,,,,994
V1,1676869.1493,1508480.552,,,0.0,-1.0,,,,,994
V2,1715443.4834,1507886.2144,,,0.0,-1.0,,,,,994
V3,1725328.8956,1681144.7417,,,0.0,-1.0,,,,,994
V0,-1878173.7434,-1439779.9693,,,0.0,-1.0,,,,,995
V1,-1886624.8612,-1613450.8942,,,0.0,-1.0,,,,,995
V2,-1842480.1276,-1614096.7816,,,0.0,-1.0,,,,,995
V3,-1839296.1758,-1440347.016,,,0.0,-1.0,,,,,995
V0,688706.9672,-1554584.174,,,0.8622850138778451,0.0039264729279443,,,,,996
V1,684846.8047,-1727591.0175,,,0.8622850138778451,0.0039264729279443,,,,,996
V2,727833.1863,-1727712.3109,,,0.8622850138778451,0.0039264729279443,,,,,996
V3,729106.767,-1554687.2734,,,0.8622850138778451,0.0039264729279443,,,,,996
V0,-3678101.1134,1897019.7057,,,1.9953878242862324,0.019459676363505,,,,,997
V1,-3684529.6637,1725183.3435,,,1.9953878242862324,0.019459676363505,,,,,997
V2,-3646200.9488,1724592.0382,,,1.9953878242862324,0.019459676363505,,,,,997
V3,-3632525.1177,1896316.204,,,1.9953878242862324,0.019459676363505,,,,,997
V0,1613235.5984,1685711.4383,,,0.0,-1.0,,,,,998
V1,1609557.376,1512389.2319,,,0.0,-1.0,,,,,998
V2,1648077.1281,1511807.0236,,,0.0,-1.0,,,,,998
V3,1657865.5056,1685035.2276,,,0.0,-1.0,,,,,998
V0,-1132319.39,-1359577.7398,,,1.054231893758009,0.0055851902547522,,,,,999
V1,-1135794.4459,-1533806.6143,,,1.054231893758009,0.0055851902547522,,,,,999
V2,-1093138.5889,-1533976.4251,,,1.054231893758009,0.0055851902547522,,,,,999
V3,-1092244.0501,-1359729.3565,,,1.054231893758009,0.0055851902547522,,,,,999
V0,3942520.7291,-1543306.92,,,0.0,-1.0,,,,,1000
V1,3935182.4783,-1716341.0545,,,0.0,-1.0,,,,,1000
V2,3979727.4801,-1716777.7108,,,0.0,-1.0,,,,,1000
V3,3981243.6476,-1543685.9619,,,0.0,-1.0,,,,,1000
V0,1586078.0058,-1593507.2266,,,0.0,-1.0,,,,,1001
V1,1575352.6367,-1766165.3516,,,0.0,-1.0,,,,,1001
V2,1619900.6708,-1766853.6917,,,0.0,-1.0,,,,,1001
V3,1624919.1853,-1594107.629,,,0.0,-1.0,,,,,1001
V0,-1945749.3299,-1440013.4591,,,1.2020318839440345,0.0003794523063424,,,,,1002
V1,-1954570.3925,-1613657.093,,,1.2020318839440345,0.0003794523063424,,,,,1002
V2,-1910516.629,-1614336.336,,,1.2020318839440345,0.0003794523063424,,,,,1002
V3,-1906956.6677,-1440613.8614,,,1.2020318839440345,0.0003794523063424,,,,,1002
V0,2606710.4315,1765692.3074,,,0.0,-1.0,,,,,1003
V1,2598756.6166,1593009.9237,,,0.0,-1.0,,,,,1003
V2,2637149.0106,1592179.0639,,,0.0,-1.0,,,,,1003
V3,2651555.6344,1764721.9601,,,0.0,-1.0,,,,,1003
V0,623657.3159,1716638.2234,,,0.0,-1.0,,,,,1004
V1,622159.3424,1543567.7008,,,0.0,-1.0,,,,,1004
V2,662780.5026,1543500.9894,,,0.0,-1.0,,,,,1004
V3,666119.1035,1716562.415,,,0.0,-1.0,,,,,1004
V0,1684989.7425,-1596894.3449,,,0.0,-1.0,,,,,1005
V1,1673909.5903,-1769500.9202,,,0.0,-1.0,,,,,1005
V2,1718387.8807,-1770210.4866,,,0.0,-1.0,,,,,1005
V3,1723715.6934,-1597512.9412,,,0.0,-1.0,,,,,1005
V0,-2080633.6572,-1442894.1774,,,0.0,-1.0,,,,,1006
V1,-2090136.9952,-1616492.3262,,,0.0,-1.0,,,,,1006
V2,-2046125.6844,-1617238.2807,,,0.0,-1.0,,,,,1006
V3,-2041910.7387,-1443549.1618,,,0.0,-1.0,,,,,1006
V0,3458347.7929,1618205.5955,,,3.5372014369663463,0.0148317932436109,,,,,1007
V1,3406919.3905,1443940.333,,,3.5372014369663463,0.0148317932436109,,,,,1007
V2,3445975.8659,1441314.3308,,,3.5372014369663463,0.0148317932436109,,,,,1007
V3,3500315.3099,1617429.3178,,,3.5372014369663463,0.0148317932436109,,,,,1007
V0,-2430877.4517,1801473.8609,,,0.0,-1.0,,,,,1008
V1,-2438582.615,1629034.064,,,0.0,-1.0,,,,,1008
V2,-2400041.6366,1628275.9802,,,0.0,-1.0,,,,,1008
V3,-2386208.1242,1800594.4837,,,0.0,-1.0,,,,,1008
V0,1165462.812,-1569394.0984,,,1.4103750935079256,0.0024203785449342,,,,,1009
V1,1157888.0391,-1742270.5515,,,1.4103750935079256,0.0024203785449342,,,,,1009
V2,1202057.0313,-1742728.4341,,,1.4103750935079256,0.0024203785449342,,,,,1009
V3,1204310.0562,-1569797.3989,,,1.4103750935079256,0.0024203785449342,,,,,1009
V0,-117678.8583,1754936.615,,,0.0,-1.0,,,,,1010
V1,-118537.0092,1582139.0025,,,0.0,-1.0,,,,,1010
V2,-78940.7782,1581984.3535,,,0.0,-1.0,,,,,1010
V3,-74331.6289,1754757.7072,,,0.0,-1.0,,,,,1010
V0,1409265.5818,1690811.8258,,,4.677808910645477,0.0030691161295713,,,,,1011
V1,1406345.4431,1517559.3631,,,4.677808910645477,0.0030691161295713,,,,,1011
V2,1444592.285,1517043.8662,,,4.677808910645477,0.0030691161295713,,,,,1011
V3,1453661.9991,1690214.4558,,,4.677808910645477,0.0030691161295713,,,,,1011
V0,-4923966.2891,1785378.2265,,,0.6304378332226404,0.0066480708622434,,,,,1012
V1,-4925876.6601,1612795.9098,,,0.6304378332226404,0.0066480708622434,,,,,1012
V2,-4885000.7838,1612768.6188,,,0.6304378332226404,0.0066480708622434,,,,,1012
V3,-4881877.4787,1785344.8708,,,0.6304378332226404,0.0066480708622434,,,,,1012
V0,-1444807.5808,1770204.4219,,,1.0,0.0006531140926101,,,,,1013
V1,-1445893.1567,1597540.2322,,,1.0,0.0006531140926101,,,,,1013
V2,-1407376.437,1597224.8694,,,1.0,0.0006531140926101,,,,,1013
