Point,X,Y,Na/Si,Na/Si_uncer,Al/Si,Al/Si_uncer,Mg/Si,Mg/Si_uncer,Ca/Si,Ca/Si_uncer,Polygon ID
V1,-2938605.5665,1319593.3699,,,1.2112820835772098,0.0087339975905639,,,,,1602
V2,-2907606.0054,1318959.6119,,,1.2112820835772098,0.0087339975905639,,,,,1602
V3,-2898933.5272,1491232.6303,,,1.2112820835772098,0.0087339975905639,,,,,1602
V0,-4820139.1372,1483718.5041,,,1.1272481763214692,0.017063609055694,,,,,1603
V1,-4821170.1311,1311287.8042,,,1.1272481763214692,0.017063609055694,,,,,1603
V2,-4788875.7629,1311245.3515,,,1.1272481763214692,0.017063609055694,,,,,1603
V3,-4787117.0086,1483673.019,,,1.1272481763214692,0.017063609055694,,,,,1603
V0,3089615.8517,-1216724.4359,,,1.0,2.8834956053684573e-05,,,,,1604
V1,3082035.0141,-1389473.5309,,,1.0,2.8834956053684573e-05,,,,,1604
V2,3116209.43,-1390170.968,,,1.0,2.8834956053684573e-05,,,,,1604
V3,3120575.9925,-1217358.1939,,,1.0,2.8834956053684573e-05,,,,,1604
V0,-3098106.3898,1488649.0808,,,0.0,-1.0,,,,,1605
V1,-3103200.7127,1316294.1894,,,0.0,-1.0,,,,,1605
V2,-3072240.5719,1315675.593,,,0.0,-1.0,,,,,1605
V3,-3063780.3571,1487963.7731,,,0.0,-1.0,,,,,1605
V0,-1663169.0596,-998432.7008,,,1.057106542938276,0.0055421034463263,,,,,1606
V1,-1667047.4161,-1172118.7874,,,1.057106542938276,0.0055421034463263,,,,,1606
V2,-1633367.2708,-1172506.9263,,,1.057106542938276,0.0055421034463263,,,,,1606
V3,-1632042.1403,-998790.5164,,,1.057106542938276,0.0055421034463263,,,,,1606
V0,-2998855.0315,1489846.8532,,,0.0,-1.0,,,,,1607
V1,-3004167.6825,1317504.091,,,0.0,-1.0,,,,,1607
V2,-2973192.38,1316867.3007,,,0.0,-1.0,,,,,1607
V3,-2964544.1605,1489143.3515,,,0.0,-1.0,,,,,1607
V0,-3701510.7399,-1102408.4371,,,0.0,-1.0,,,,,1608
V1,-3707150.8831,-1275648.7704,,,0.0,-1.0,,,,,1608
V2,-3673128.0839,-1276179.4291,,,0.0,-1.0,,,,,1608
V3,-3670611.2459,-1102890.5784,,,0.0,-1.0,,,,,1608
V0,-2694078.0687,-1034656.9753,,,0.0,-1.0,,,,,1609
V1,-2700612.7507,-1208155.0571,,,0.0,-1.0,,,,,1609
V2,-2666832.5383,-1208846.4294,,,0.0,-1.0,,,,,1609
V3,-2663051.2165,-1035293.7656,,,0.0,-1.0,,,,,1609
V0,1897983.9883,-1215644.9246,,,0.0,-1.0,,,,,1610
V1,1891400.7889,-1388412.2137,,,0.0,-1.0,,,,,1610
V2,1925359.909,-1389003.519,,,0.0,-1.0,,,,,1610
V3,1929110.9075,-1216184.6803,,,0.0,-1.0,,,,,1610
V0,4258914.5675,1264453.3895,,,2.232679041676984,0.0023390825021831,,,,,1611
V1,4258671.9807,1091097.8274,,,2.232679041676984,0.0023390825021831,,,,,1611
V2,4289935.355,1090915.8873,,,2.232679041676984,0.0023390825021831,,,,,1611
V3,4292543.1631,1264259.32,,,2.232679041676984,0.0023390825021831,,,,,1611
V0,-3669489.2819,-1101125.7594,,,0.7099237745512693,0.0001976250432762,,,,,1612
V1,-3675159.7484,-1274369.1251,,,0.7099237745512693,0.0001976250432762,,,,,1612
V2,-3641167.2726,-1274905.8484,,,0.7099237745512693,0.0001976250432762,,,,,1612
V3,-3638589.7878,-1101613.9653,,,0.7099237745512693,0.0001976250432762,,,,,1612
V0,-1193721.1423,-915698.4715,,,1.348599321901041,0.0002651209756473,,,,,1613
V1,-1195573.899,-1089684.7593,,,1.348599321901041,0.0002651209756473,,,,,1613
V2,-1162548.738,-1089833.3437,,,1.348599321901041,0.0002651209756473,,,,,1613
V3,-1162102.9848,-915837.9589,,,1.348599321901041,0.0002651209756473,,,,,1613
V0,2142951.1747,1292190.1581,,,0.0,-1.0,,,,,1614
V1,2139154.6912,1118992.2775,,,0.0,-1.0,,,,,1614
V2,2170254.3194,1118397.9398,,,0.0,-1.0,,,,,1614
V3,2176761.7104,1291547.3031,,,0.0,-1.0,,,,,1614
V0,4348307.8046,-1209956.2641,,,1.4537905900895238,0.0010873389732541,,,,,1615
V1,4345669.6731,-1382808.4585,,,1.4537905900895238,0.0010873389732541,,,,,1615
V2,4379358.9154,-1382975.2369,,,1.4537905900895238,0.0010873389732541,,,,,1615
V3,4379662.1489,-1210107.8808,,,1.4537905900895238,0.0010873389732541,,,,,1615
V0,4282688.0742,-1209028.3696,,,0.0,-1.0,,,,,1616
V1,4279868.0026,-1381877.5317,,,0.0,-1.0,,,,,1616
V2,4313708.8617,-1382065.5364,,,0.0,-1.0,,,,,1616
V3,4313890.8018,-1209198.1803,,,0.0,-1.0,,,,,1616
V0,-3765432.3626,-1103942.7986,,,1.0,0.0149430803585382,,,,,1617
V1,-3770981.5358,-1277177.0673,,,1.0,0.0149430803585382,,,,,1617
V2,-3736989.0599,-1277698.6289,,,1.0,0.0149430803585382,,,,,1617
V3,-3734563.1919,-1104418.8752,,,1.0,0.0149430803585382,,,,,1617
V0,-3829323.662,-1106453.5721,,,0.0,-1.0,,,,,1618
V1,-3834812.1884,-1279672.679,,,0.0,-1.0,,,,,1618
V2,-3800819.7126,-1280182.1113,,,0.0,-1.0,,,,,1618
V3,-3798454.4913,-1106917.5193,,,0.0,-1.0,,,,,1618
V0,-2429791.8757,-1019910.7299,,,0.351070523072563,0.0199612425981998,,,,,1619
V1,-2435780.7374,-1193454.2968,,,0.351070523072563,0.0199612425981998,,,,,1619
V2,-2402091.4951,-1194094.1195,,,0.351070523072563,0.0199612425981998,,,,,1619
V3,-2398752.8942,-1020502.0353,,,0.351070523072563,0.0199612425981998,,,,,1619
V0,-1702046.6271,1379639.6684,,,0.0,-1.0,,,,,1620
V1,-1704308.7491,1206787.474,,,0.0,-1.0,,,,,1620
V2,-1673209.1209,1206390.2381,,,0.0,-1.0,,,,,1620
V3,-1668160.283,1379206.0445,,,0.0,-1.0,,,,,1620
V0,-2616944.5622,-630304.1943,,,1.0,0.2009946679474222,,,,,1621
V1,-2618606.2818,-805570.1274,,,1.0,0.2009946679474222,,,,,1621
V2,-2586885.0249,-804866.6257,,,1.0,0.2009946679474222,,,,,1621
V3,-2584556.1916,-629627.9836,,,1.0,0.2009946679474222,,,,,1621
V0,-2285792.3492,2025329.9307,,,1.1104783887346756,0.0095930516176403,,,,,1622
V1,-2287144.7706,1937549.8959,,,1.1104783887346756,0.0095930516176403,,,,,1622
V2,-2222874.4294,1938729.4742,,,1.1104783887346756,0.0095930516176403,,,,,1622
V3,-2222176.9923,2026636.8671,,,1.1104783887346756,0.0095930516176403,,,,,1622
V0,-1696673.3294,-996161.4819,,,3.183803088003979,0.0083415547513833,,,,,1623
V1,-1700688.141,-1169817.2451,,,3.183803088003979,0.0083415547513833,,,,,1623
V2,-1667101.9981,-1170223.578,,,3.183803088003979,0.0083415547513833,,,,,1623
V3,-1665634.3479,-996537.4914,,,3.183803088003979,0.0083415547513833,,,,,1623
V0,-3753242.3758,1594231.9547,,,0.0,-1.0,,,,,1624
V1,-3757154.088,1422362.2368,,,0.0,-1.0,,,,,1624
V2,-3726406.2106,1421898.2896,,,0.0,-1.0,,,,,1624
V3,-3718704.0796,1593707.3607,,,0.0,-1.0,,,,,1624
V0,-2056963.2499,1376364.7465,,,1.0,0.0155903583769752,,,,,1625
V1,-2060614.1813,1203521.6491,,,1.0,0.0155903583769752,,,,,1625
V2,-2029593.3938,1202987.9581,,,1.0,0.0155903583769752,,,,,1625
V3,-2023089.0351,1375779.5059,,,1.0,0.0155903583769752,,,,,1625
V0,4973059.7934,1330746.2982,,,0.0,-1.0,,,,,1626
V1,4972423.003,1157681.8403,,,0.0,-1.0,,,,,1626
V2,5004141.2276,1157578.7409,,,0.0,-1.0,,,,,1626
V3,5006172.8921,1330634.1018,,,0.0,-1.0,,,,,1626
V0,-1734113.5702,1377165.283,,,1.0,0.0089248283554594,,,,,1627
V1,-1736536.4059,1204316.1209,,,1.0,0.0089248283554594,,,,,1627
V2,-1705476.1981,1203903.7233,,,1.0,0.0089248283554594,,,,,1627
V3,-1700278.7758,1376716.4974,,,1.0,0.0089248283554594,,,,,1627
V0,-3861193.5033,-1104427.9723,,,0.0,-1.0,,,,,1628
V1,-3866621.383,-1277637.9822,,,0.0,-1.0,,,,,1628
V2,-3832689.5539,-1278144.3822,,,0.0,-1.0,,,,,1628
V3,-3830384.9793,-1104885.8548,,,0.0,-1.0,,,,,1628
V0,4904953.5483,-1201347.4649,,,0.9270518196943496,0.0030868046365565,,,,,1629
V1,4902861.2372,-1374217.8533,,,0.9270518196943496,0.0030868046365565,,,,,1629
V2,4936034.9825,-1374327.0174,,,0.9270518196943496,0.0030868046365565,,,,,1629
V3,4936671.7729,-1201444.4996,,,0.9270518196943496,0.0030868046365565,,,,,1629
V0,-1670088.8481,1376279.8412,,,0.0,-1.0,,,,,1630
V1,-1672178.127,1203424.6144,,,0.0,-1.0,,,,,1630
V2,-1641127.0161,1203045.5725,,,0.0,-1.0,,,,,1630
V3,-1636272.2477,1375864.4113,,,0.0,-1.0,,,,,1630
V0,-1959725.3621,1375415.6257,,,0.0,-1.0,,,,,1631
V1,-1963094.2863,1202569.4959,,,0.0,-1.0,,,,,1631
V2,-1932058.3371,1202063.096,,,0.0,-1.0,,,,,1631
V3,-1925905.7293,1374863.7407,,,0.0,-1.0,,,,,1631
V0,-1227028.3104,-913657.71,,,1.0,0.0117002348588499,,,,,1632
V1,-1228947.7784,-1087622.7714,,,1.0,0.0117002348588499,,,,,1632
V2,-1195965.0702,-1087780.4529,,,1.0,0.0117002348588499,,,,,1632
V3,-1195561.7696,-913806.2945,,,1.0,0.0117002348588499,,,,,1632
V0,-3164878.4074,1485489.3877,,,1.1658823017654176,0.0020149386392758,,,,,1633
V1,-3169730.1435,1313152.6902,,,1.1658823017654176,0.0020149386392758,,,,,1633
V2,-3138891.2961,1312555.3202,,,1.1658823017654176,0.0020149386392758,,,,,1633
V3,-3130703.9915,1484831.371,,,1.1658823017654176,0.0020149386392758,,,,,1633
V0,-2363680.9071,-1014989.2502,,,1.2458651593770962,0.0193137895793538,,,,,1634
V1,-2369533.3138,-1188532.817,,,1.2458651593770962,0.0193137895793538,,,,,1634
V2,-2335962.3325,-1189157.478,,,1.2458651593770962,0.0193137895793538,,,,,1634
V3,-2332702.5723,-1015565.3938,,,1.2458651593770962,0.0193137895793538,,,,,1634
V0,-1862699.7377,1376992.4399,,,0.5555241915502491,0.0229859862424553,,,,,1635
V1,-1865710.8464,1204155.4071,,,0.5555241915502491,0.0229859862424553,,,,,1635
V2,-1834687.0266,1203685.3952,,,0.5555241915502491,0.0229859862424553,,,,,1635
V3,-1828889.202,1376479.9753,,,0.5555241915502491,0.0229859862424553,,,,,1635
V0,4413927.5349,-1205544.2166,,,0.0,-1.0,,,,,1636
V1,4411531.9902,-1378396.411,,,0.0,-1.0,,,,,1636
V2,4444948.3224,-1378541.9631,,,0.0,-1.0,,,,,1636
V3,4445342.5259,-1205677.6393,,,0.0,-1.0,,,,,1636
V0,2463138.4642,1459608.4081,,,0.6827112387665009,0.0003921905849589,,,,,1637
V1,2457847.0395,1287153.4496,,,0.6827112387665009,0.0003921905849589,,,,,1637
V2,2488510.0115,1286492.4006,,,0.6827112387665009,0.0003921905849589,,,,,1637
V3,2497412.9472,1458868.5184,,,0.6827112387665009,0.0003921905849589,,,,,1637
V0,2227177.3128,-1080193.5506,,,1.0802484412248885,8.100612831281009e-06,,,,,1638
V1,2220557.7254,-1253458.1426,,,1.0802484412248885,8.100612831281009e-06,,,,,1638
V2,2254162.0624,-1254143.4503,,,1.0802484412248885,8.100612831281009e-06,,,,,1638
V3,2258195.068,-1080827.3086,,,1.0802484412248885,8.100612831281009e-06,,,,,1638
V0,-3924963.5092,-1104964.6956,,,1.0,0.006012645951744,,,,,1639
V1,-3930300.4189,-1278162.5762,,,1.0,0.006012645951744,,,,,1639
V2,-3896429.2365,-1278653.8145,,,1.0,0.006012645951744,,,,,1639
V3,-3894215.6319,-1105413.4811,,,1.0,0.006012645951744,,,,,1639
V0,2176070.338,1280048.6886,,,0.0,-1.0,,,,,1640
V1,2172207.1432,1106841.7109,,,0.0,-1.0,,,,,1640
V2,2203185.478,1106238.2763,,,0.0,-1.0,,,,,1640
V3,2209686.8043,1279396.7366,,,0.0,-1.0,,,,,1640
V0,4446707.0767,-1204000.7581,,,0.8983566978934333,0.0003727505586605,,,,,1641
V1,4444372.1787,-1376846.8878,,,0.8983566978934333,0.0003727505586605,,,,,1641
V2,4477697.5408,-1376983.3429,,,0.8983566978934333,0.0003727505586605,,,,,1641
V3,4478122.0677,-1204128.1161,,,0.8983566978934333,0.0003727505586605,,,,,1641
V0,-2122094.7743,1373641.7097,,,1.17382422680135,0.0019467837640796,,,,,1642
V1,-2125897.3224,1200810.7416,,,1.17382422680135,0.0019467837640796,,,,,1642
V2,-2094964.4726,1200261.8889,,,1.17382422680135,0.0019467837640796,,,,,1642
V3,-2088326.6912,1373041.3073,,,1.17382422680135,0.0019467837640796,,,,,1642
V0,-3988794.1619,-1106538.4774,,,0.0,-1.0,,,,,1643
V1,-3993979.4548,-1279727.2611,,,0.0,-1.0,,,,,1643
V2,-3960168.9191,-1280203.3377,,,0.0,-1.0,,,,,1643
V3,-3958046.2846,-1106972.1014,,,0.0,-1.0,,,,,1643
V0,-1763715.2249,-995818.828,,,0.0,-1.0,,,,,1644
V1,-1768009.0113,-1169450.3326,,,0.0,-1.0,,,,,1644
V2,-1734544.1618,-1169890.0212,,,0.0,-1.0,,,,,1644
V3,-1732788.4398,-996228.1933,,,0.0,-1.0,,,,,1644
V0,-3198203.7696,1485713.7805,,,0.8250578260640716,0.0229714748091778,,,,,1645
V1,-3202934.2122,1313392.2447,,,0.8250578260640716,0.0229714748091778,,,,,1645
V2,-3172186.3349,1312807.0041,,,0.8250578260640716,0.0229714748091778,,,,,1645
V3,-3164120.3237,1485064.8608,,,0.8250578260640716,0.0229714748091778,,,,,1645
V0,-3688168.4658,1595202.3019,,,0.0,-1.0,,,,,1646
V1,-3692201.4714,1423368.972,,,0.0,-1.0,,,,,1646
V2,-3661605.2108,1422895.9278,,,0.0,-1.0,,,,,1646
V3,-3653781.7864,1594668.6109,,,0.0,-1.0,,,,,1646
V0,-3655601.1874,1596394.0096,,,1.3065333942744437,0.0096233008960163,,,,,1647
V1,-3659725.1631,1424569.7767,,,1.3065333942744437,0.0096233008960163,,,,,1647
V2,-3629128.9025,1424090.6678,,,1.3065333942744437,0.0096233008960163,,,,,1647
V3,-3621214.508,1595854.2539,,,1.3065333942744437,0.0096233008960163,,,,,1647
V0,-1060092.2016,-881220.8221,,,2.269889441966639,0.0331070033582321,,,,,1648
V1,-1061581.0781,-1055267.7565,,,2.269889441966639,0.0331070033582321,,,,,1648
V2,-1029044.1231,-1055376.9206,,,2.269889441966639,0.0331070033582321,,,,,1648
V3,-1028455.8501,-881320.8892,,,2.269889441966639,0.0331070033582321,,,,,1648
V0,-3573000.3808,-1091197.8945,,,0.9141690859677714,0.011378512009208,,,,,1649
V1,-3578792.1408,-1264420.0338,,,0.9141690859677714,0.011378512009208,,,,,1649
V2,-3545042.2517,-1264971.9188,,,0.9141690859677714,0.011378512009208,,,,,1649
V3,-3542313.1502,-1091701.2621,,,0.9141690859677714,0.011378512009208,,,,,1649
V0,1865447.0333,-1212448.8435,,,0.0,-1.0,,,,,1650
V1,1858988.1596,-1385176.7122,,,0.0,-1.0,,,,,1650
V2,1892686.4989,-1385752.8558,,,0.0,-1.0,,,,,1650
V3,1896355.6243,-1212979.5021,,,0.0,-1.0,,,,,1650
V0,4806402.6595,-1196835.3503,,,1.1008259255515616,0.0171681047164554,,,,,1651
V1,4804431.6417,-1369693.6095,,,1.1008259255515616,0.0171681047164554,,,,,1651
V2,4837393.1236,-1369796.7088,,,1.1008259255515616,0.0171681047164554,,,,,1651
V3,4838029.914,-1196929.3527,,,1.1008259255515616,0.0171681047164554,,,,,1651
V0,-1510600.1542,1374527.1515,,,0.953321625995484,0.0316613644929959,,,,,1652
V1,-1511767.6032,1201696.1834,,,0.953321625995484,0.0316613644929959,,,,,1652
V2,-1480840.8181,1201408.1116,,,0.953321625995484,0.0316613644929959,,,,,1652
V3,-1476950.3323,1374214.821,,,0.953321625995484,0.0316613644929959,,,,,1652
V0,2789393.4561,-975644.703,,,1.0,0.0311650633185221,,,,,1653
V1,2783077.1022,-1149694.6698,,,1.0,0.0311650633185221,,,,,1653
V2,2816275.1063,-1150410.3008,,,1.0,0.0311650633185221,,,,,1653
V3,2820271.7238,-976308.7844,,,1.0,0.0311650633185221,,,,,1653
V0,4675527.079,-1197114.3252,,,2.0647669969195834,0.000816859252266,,,,,1654
V1,4673586.3846,-1369957.4226,,,2.0647669969195834,0.000816859252266,,,,,1654
V2,4706487.2198,-1370057.4897,,,2.0647669969195834,0.000816859252266,,,,,1654
V3,4707124.0102,-1197205.2952,,,2.0647669969195834,0.000816859252266,,,,,1654
V0,-1864218.9376,-997413.8363,,,1.7713919359246926,0.0077434293940789,,,,,1655
V1,-1868900.8629,-1171005.9205,,,1.7713919359246926,0.0077434293940789,,,,,1655
V2,-1835542.1451,-1171491.0941,,,1.7713919359246926,0.0077434293940789,,,,,1655
V3,-1833395.2519,-997865.6542,,,1.7713919359246926,0.0077434293940789,,,,,1655
V0,4544803.1153,-1196950.5791,,,0.0,-1.0,,,,,1656
V1,4542741.1275,-1369787.6118,,,0.0,-1.0,,,,,1656
V2,4575732.9328,-1369902.8406,,,0.0,-1.0,,,,,1656
V3,4576278.7531,-1197056.7108,,,0.0,-1.0,,,,,1656
V0,1905379.8534,-1411582.2857,,,0.8827838152636476,0.0047058719672691,,,,,1657
V1,1896543.6291,-1583364.0659,,,0.8827838152636476,0.0047058719672691,,,,,1657
V2,1931012.1815,-1583973.5652,,,0.8827838152636476,0.0047058719672691,,,,,1657
V3,1935697.1392,-1412115.9767,,,0.8827838152636476,0.0047058719672691,,,,,1657
V0,-3231438.1616,1486423.3469,,,1.0,0.0070406719148575,,,,,1658
V1,-3236077.6342,1314132.1345,,,1.0,0.0070406719148575,,,,,1658
V2,-3205420.727,1313559.0231,,,1.0,0.0070406719148575,,,,,1658
V3,-3197476.0091,1485789.5889,,,1.0,0.0070406719148575,,,,,1658
V0,4036705.0556,1287926.695,,,0.0,-1.0,,,,,1659
V1,4035916.6485,1114753.0731,,,0.0,-1.0,,,,,1659
V2,4066725.1725,1114480.1629,,,0.0,-1.0,,,,,1659
V3,4070212.3578,1287629.5262,,,0.0,-1.0,,,,,1659
V0,4708215.6508,-1195573.899,,,0.0,-1.0,,,,,1660
V1,4706305.2797,-1368416.9964,,,0.0,-1.0,,,,,1660
V2,4739145.4682,-1368514.0311,,,0.0,-1.0,,,,,1660
V3,4739812.5819,-1195661.8367,,,0.0,-1.0,,,,,1660
V0,-3540766.6593,-1087216.4386,,,0.0,-1.0,,,,,1661
V1,-3546588.7426,-1260426.4485,,,0.0,-1.0,,,,,1661
V2,-3512960.147,-1260987.4305,,,0.0,-1.0,,,,,1661
V3,-3510140.0754,-1087725.8708,,,0.0,-1.0,,,,,1661
V0,-2231295.2238,-1005437.3948,,,0.0,-1.0,,,,,1662
V1,-2236938.3993,-1178965.7999,,,0.0,-1.0,,,,,1662
V2,-2203613.0372,-1179572.2669,,,0.0,-1.0,,,,,1662
V3,-2200486.6998,-1005998.3768,,,0.0,-1.0,,,,,1662
V0,-1478754.5716,1373784.2294,,,0.0,-1.0,,,,,1663
V1,-1479730.9835,1200971.4553,,,0.0,-1.0,,,,,1663
V2,-1448873.9421,1200704.6099,,,0.0,-1.0,,,,,1663
V3,-1445189.655,1373493.1253,,,0.0,-1.0,,,,,1663
V0,-3223432.7971,1947629.3776,,,1.999642456123053,0.0004302279791087,,,,,1664
V1,-3226040.6052,1853915.0631,,,1.999642456123053,0.0004302279791087,,,,,1664
V2,-3166061.0181,1855115.8678,,,1.999642456123053,0.0004302279791087,,,,,1664
V3,-3164666.144,1948951.4757,,,1.999642456123053,0.0004302279791087,,,,,1664
V0,-1931130.4426,-997556.356,,,1.0,0.0147063064005822,,,,,1665
V1,-1936033.7284,-1171109.0198,,,1.0,0.0147063064005822,,,,,1665
V2,-1902750.8189,-1171624.5168,,,1.0,0.0147063064005822,,,,,1665
V3,-1900376.5006,-998032.4326,,,1.0,0.0147063064005822,,,,,1665
V0,-2198000.1851,-1000646.3054,,,0.823039531963907,0.0179793798273117,,,,,1666
V1,-2203564.5199,-1174174.7106,,,0.823039531963907,0.0179793798273117,,,,,1666
V2,-2170339.2248,-1174772.0806,,,0.823039531963907,0.0179793798273117,,,,,1666
V3,-2167258.3724,-1001201.2227,,,0.823039531963907,0.0179793798273117,,,,,1666
V0,5040013.7512,1329342.327,,,0.0,-1.0,,,,,1667
V1,5039407.2841,1156350.6452,,,0.0,-1.0,,,,,1667
V2,5070761.6285,1156241.4811,,,0.0,-1.0,,,,,1667
V3,5072853.9397,1329224.066,,,0.0,-1.0,,,,,1667
V0,-2164790.0517,-1000773.6635,,,3.524707188157908,0.002736025195652,,,,,1668
V1,-2170296.7721,-1174289.9393,,,3.524707188157908,0.002736025195652,,,,,1668
V2,-2137080.574,-1174881.2446,,,3.524707188157908,0.002736025195652,,,,,1668
V3,-2134054.3037,-1001319.4838,,,3.524707188157908,0.002736025195652,,,,,1668
V0,-2064820.03,-1000288.4899,,,1.0,0.0153190733209755,,,,,1669
V1,-2070138.7456,-1173813.8627,,,1.0,0.0153190733209755,,,,,1669
V2,-2036904.3536,-1174377.877,,,1.0,0.0153190733209755,,,,,1669
V3,-2034135.8317,-1000810.0515,,,1.0,0.0153190733209755,,,,,1669
V0,-2923859.3212,-1040724.6777,,,0.0,-1.0,,,,,1670
V1,-2930390.9709,-1214065.0781,,,0.0,-1.0,,,,,1670
V2,-2897050.4471,-1214747.3534,,,0.0,-1.0,,,,,1670
V3,-2893263.0607,-1041352.371,,,0.0,-1.0,,,,,1670
V0,-1326925.556,-906331.5886,,,0.0,-1.0,,,,,1671
V1,-1329054.2552,-1080226.9063,,,0.0,-1.0,,,,,1671
V2,-1296229.2284,-1080414.9111,,,0.0,-1.0,,,,,1671
V3,-1295980.5769,-906510.4964,,,0.0,-1.0,,,,,1671
V0,3753121.0824,1326728.4542,,,0.0,-1.0,,,,,1672
V1,3750664.891,1153761.0311,,,0.0,-1.0,,,,,1672
V2,3781291.4749,1153324.3748,,,0.0,-1.0,,,,,1672
V3,3786567.7379,1326252.3776,,,0.0,-1.0,,,,,1672
V0,-2098124.1658,-997917.2039,,,0.0,-1.0,,,,,1673
V1,-2103476.2371,-1171439.5444,,,0.0,-1.0,,,,,1673
V2,-2070317.6534,-1172012.6557,,,0.0,-1.0,,,,,1673
V3,-2067436.9351,-998447.8625,,,0.0,-1.0,,,,,1673
V0,-2956790.4798,-1043332.4858,,,1.0,0.1122031950608972,,,,,1674
V1,-2963355.4852,-1216657.7245,,,1.0,0.1122031950608972,,,,,1674
V2,-2930033.1554,-1217339.9999,,,1.0,0.1122031950608972,,,,,1674
V3,-2926215.4456,-1043960.1792,,,1.0,0.1122031950608972,,,,,1674
V0,1799963.758,-1211235.9095,,,0.0,-1.0,,,,,1675
V1,1793708.0508,-1383903.1315,,,0.0,-1.0,,,,,1675
V2,1827091.0273,-1384458.0488,,,0.0,-1.0,,,,,1675
V3,1830626.73,-1211745.3418,,,0.0,-1.0,,,,,1675
V0,2929963.4117,1026066.3701,,,0.0,-1.0,,,,,1676
V1,2926388.2887,851619.1674,,,0.0,-1.0,,,,,1676
V2,2957054.2929,850973.28,,,0.0,-1.0,,,,,1676
V3,2962645.9188,1025374.9977,,,0.0,-1.0,,,,,1676
V0,1872939.9331,-1411230.5349,,,0.9417792705250728,0.0001956494697002,,,,,1677
V1,1864228.0346,-1582972.8947,,,0.9417792705250728,0.0001956494697002,,,,,1677
V2,1898450.9679,-1583567.2324,,,0.9417792705250728,0.0001956494697002,,,,,1677
V3,1903032.8261,-1411755.1288,,,0.9417792705250728,0.0001956494697002,,,,,1677
V0,5073581.7001,1327471.3763,,,0.0,-1.0,,,,,1678
V1,5073005.5564,1154513.0502,,,0.0,-1.0,,,,,1678
V2,5104177.9607,1154400.8538,,,0.0,-1.0,,,,,1678
V3,5106300.5952,1327347.0506,,,0.0,-1.0,,,,,1678
V0,-3022395.0484,-1044148.1839,,,1.4655836050362423,0.0073574134148041,,,,,1679
V1,-3028987.3448,-1217443.0993,,,1.4655836050362423,0.0073574134148041,,,,,1679
V2,-2995777.2114,-1218125.3747,,,1.4655836050362423,0.0073574134148041,,,,,1679
V3,-2991926.1459,-1044778.9096,,,1.4655836050362423,0.0073574134148041,,,,,1679
V0,3689654.3099,1325758.107,,,0.0,-1.0,,,,,1680
V1,3686864.5617,1152821.0072,,,0.0,-1.0,,,,,1680
V2,3717369.8522,1152341.8983,,,0.0,-1.0,,,,,1680
V3,3722949.3487,1325230.4807,,,0.0,-1.0,,,,,1680
V0,3973662.81,1282674.6907,,,1.3832524432621542,0.0016453697450072,,,,,1681
V1,3972510.5227,1109558.6831,,,1.3832524432621542,0.0016453697450072,,,,,1681
V2,4003046.1366,1109249.385,,,1.3832524432621542,0.0016453697450072,,,,,1681
V3,4006866.8787,1282338.1015,,,1.3832524432621542,0.0016453697450072,,,,,1681
V0,1734122.6672,-1210405.0497,,,2.0022152742874706,0.0097799025927419,,,,,1682
V1,1728036.7708,-1383051.0453,,,2.0022152742874706,0.0097799025927419,,,,,1682
V2,1761271.1629,-1383587.7686,,,2.0022152742874706,0.0097799025927419,,,,,1682
V3,1764670.4104,-1210899.3203,,,2.0022152742874706,0.0097799025927419,,,,,1682
V0,860170.3522,1279745.4551,,,0.0,-1.0,,,,,1683
V1,859733.696,1106629.4475,,,0.0,-1.0,,,,,1683
V2,890651.3841,1106492.9924,,,0.0,-1.0,,,,,1683
V3,892880.1503,1279596.8707,,,0.0,-1.0,,,,,1683
V0,5107149.649,1328905.6708,,,0.0,-1.0,,,,,1684
V1,5106634.152,1155983.7326,,,0.0,-1.0,,,,,1684
V2,5137654.9395,1155865.4716,,,0.0,-1.0,,,,,1684
V3,5139807.8974,1328781.3451,,,0.0,-1.0,,,,,1684
V0,1129769.1962,1267303.7844,,,4.392801193554271,0.0014345921616184,,,,,1685
V1,1129277.9579,1094057.3864,,,4.392801193554271,0.0014345921616184,,,,,1685
V2,1159452.7239,1093790.5409,,,4.392801193554271,0.0014345921616184,,,,,1685
V3,1163146.108,1267009.6479,,,4.392801193554271,0.0014345921616184,,,,,1685
V0,3626126.8908,1326886.1357,,,1.65881491240363,0.000135376358351,,,,,1686
V1,3623064.2324,1153982.3915,,,1.65881491240363,0.000135376358351,,,,,1686
V2,3653478.5529,1153472.9592,,,1.65881491240363,0.000135376358351,,,,,1686
V3,3659361.2829,1326328.186,,,1.65881491240363,0.000135376358351,,,,,1686
V0,-4526942.6619,-1062615.1043,,,1.4238972038167137,0.0043591745471953,,,,,1687
V1,-4529368.53,-1235867.567,,,1.4238972038167137,0.0043591745471953,,,,,1687
V2,-4496588.9881,-1236028.2808,,,1.4238972038167137,0.0043591745471953,,,,,1687
V3,-4496194.7846,-1062766.7211,,,1.4238972038167137,0.0043591745471953,,,,,1687
V0,-4431302.8147,-1057820.9826,,,0.4813578114374447,0.0366922569482887,,,,,1688
V1,-4434153.2096,-1231076.4776,,,0.4813578114374447,0.0366922569482887,,,,,1688
V2,-4401070.4343,-1231297.8381,,,0.4813578114374447,0.0366922569482887,,,,,1688
