start_time,V0_LAT,V1_LAT,V2_LAT,V3_LAT,V0_LON,V1_LON,V2_LON,V3_LON,Al/Si,Mg/Si,Ca/Si,Al/Si_uncer,Mg/Si_uncer,Ca/Si_uncer
20200118T091417,-70.3228,-76.084,-76.0209,-70.2774,62.9167,62.635,65.6954,66.5473,1.0,0.0,0.0,0.012948639754818848,-1.0,-1.0
20200118T091553,-75.1251,-80.8823,-80.7874,-75.066,63.6883,63.1376,67.2219,68.8991,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T091729,-79.9299,-85.6759,-85.4814,-79.8439,65.7432,64.1764,70.3966,75.1029,1.6208475594742366,1.6208475594742366,0.0,0.00902748810152299,0.0325793587655009,-1.0
20200118T091905,-84.7334,-89.1784,-89.5492,-84.5724,120.203,67.7174,80.8565,155.788,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T092041,-84.5038,-89.5603,-89.385,-84.6599,166.484,-179.279,-148.209,-123.36,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T092217,-79.7669,-85.3989,-85.5865,-79.8494,-126.301,-135.987,-124.368,-121.114,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T092353,-74.9717,-80.6791,-80.7697,-75.0275,-123.817,-127.063,-121.371,-120.301,1.0,0.0,0.0,0.014543545912277828,-1.0,-1.0
20200118T092529,-70.1557,-75.8793,-75.9387,-70.1979,-122.531,-124.157,-120.419,-119.875,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T092705,-65.3274,-71.0548,-71.099,-65.3613,-121.743,-122.721,-119.945,-119.61,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T092841,-60.4893,-66.2166,-66.2517,-60.5176,-121.21,-121.865,-119.656,-119.424,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T093017,-55.6421,-61.3678,-61.397,-55.6666,-120.823,-121.294,-119.459,-119.285,1.871441243300672,1.871441243300672,0.0,0.0016944846908030226,0.0008483985690205005,-1.0
20200118T093153,-50.7863,-56.5094,-56.5344,-50.8079,-120.529,-120.885,-119.312,-119.175,0.0,1.0741571862679977,0.0,-1.0,0.0004702057163894924,-1.0
20200118T093329,-45.9221,-51.642,-51.664,-45.9415,-120.297,-120.577,-119.197,-119.084,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T093505,-41.0497,-46.766,-46.7857,-41.0673,-120.109,-120.335,-119.103,-119.005,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T093641,-36.1688,-41.8817,-41.8995,-36.185,-119.952,-120.14,-119.022,-118.936,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T093817,-31.2798,-36.9888,-37.0052,-31.2949,-119.818,-119.978,-118.951,-118.872,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T093953,-26.3826,-32.0879,-32.1031,-26.3968,-119.702,-119.84,-118.886,-118.813,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T094129,-21.4776,-27.1789,-27.1933,-21.491,-119.6,-119.721,-118.826,-118.757,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T094305,-16.5643,-22.2624,-22.2759,-16.5772,-119.508,-119.617,-118.769,-118.701,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T094441,-11.6435,-17.3379,-17.3508,-11.656,-119.425,-119.523,-118.713,-118.646,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T094617,-6.7155,-12.4062,-12.4188,-6.7277,-119.348,-119.439,-118.658,-118.59,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T094753,-1.7804,-7.4679,-7.4801,-1.7923,-119.276,-119.361,-118.602,-118.533,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T094929,3.1611,-2.523,-2.5349,3.1493,-119.207,-119.288,-118.545,-118.473,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T095105,8.109,2.4277,2.416,8.0972,-119.14,-119.219,-118.485,-118.408,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T095241,13.0624,7.3841,7.3724,13.0506,-119.075,-119.152,-118.421,-118.339,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T095417,18.021,12.3453,12.3335,18.009,-119.009,-119.086,-118.352,-118.262,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T095553,22.9843,17.3107,17.2989,22.972,-118.942,-119.02,-118.276,-118.177,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T095729,27.9515,22.28,22.2679,27.9389,-118.872,-118.953,-118.192,-118.081,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T095905,32.922,27.2523,27.2398,32.9088,-118.799,-118.884,-118.098,-117.971,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T100041,37.8955,32.2269,32.2138,37.8815,-118.718,-118.811,-117.989,-117.841,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T100217,42.871,37.2035,37.1896,42.8559,-118.628,-118.731,-117.863,-117.687,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T100353,47.8475,42.1809,42.166,47.8311,-118.524,-118.643,-117.712,-117.497,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T100529,52.825,47.1583,47.1422,52.8067,-118.4,-118.541,-117.528,-117.26,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T100705,57.8018,52.1356,52.1177,57.7811,-118.246,-118.421,-117.298,-116.951,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T100841,62.7779,57.1112,57.0909,62.7538,-118.046,-118.272,-117.001,-116.532,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T101017,67.7522,62.085,62.0614,67.7229,-117.766,-118.08,-116.601,-115.929,1.2314849170733237,0.0,0.0,0.004016988712967336,-1.0,-1.0
20200118T101153,72.7236,67.0559,67.0274,72.6861,-117.337,-117.814,-116.03,-114.982,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T101329,77.6906,72.023,71.9869,77.6379,-116.578,-117.414,-115.148,-113.281,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T101505,82.6497,76.985,76.935,82.5615,-114.828,-116.725,-113.601,-109.33,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T101641,87.57,81.9388,81.8582,87.3129,-105.994,-115.216,-110.189,-90.865,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T101817,89.4148,86.8646,86.6613,89.4373,19.5188,-108.997,-96.7336,40.1271,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T101953,87.7403,82.3461,82.4348,88.0569,49.5317,37.8261,50.5159,56.003,1.0392220369378944,1.0392220369378944,0.0,0.004979384339605644,0.0016000726367977332,-1.0
20200118T102129,83.0717,77.4404,77.4952,83.1698,54.3916,51.711,56.9676,58.161,0.889457094489722,0.889457094489722,0.0,0.003449353238552159,0.01104753780899112,-1.0
20200118T102305,78.1829,72.517,72.5572,78.2412,56.3319,55.174,58.5034,59.0224,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T102441,73.2718,67.592,67.6241,73.3138,57.3748,56.7337,59.1997,59.4921,1.0,0.4113278690941988,0.0,0.01313364705690965,0.00832174879073615,-1.0
20200118T102617,68.3584,66.0743,66.1046,68.3916,57.623,57.6204,59.6022,59.6055,0.46172930663522704,0.46172930663522704,0.0,0.0001423278221426655,0.0002502547323048925,-1.0
20200118T110858,-60.5933,-66.3595,-66.3217,-60.5622,61.1545,61.0408,63.1086,63.4468,1.0,0.0,0.0,0.014832500804008887,-1.0,-1.0
20200118T111034,-65.3897,-71.1541,-71.1073,-65.3532,61.4033,61.2373,63.6909,64.1948,0.0,1.464607910838087,0.0,-1.0,0.0006439175495088938,-1.0
20200118T111210,-70.1884,-75.9499,-75.8879,-70.1438,61.798,61.5267,64.5706,65.4035,0.6490638716659921,0.0,0.0,0.01734362909661961,-1.0,-1.0
20200118T111346,-74.9895,-80.7489,-80.6548,-74.9314,62.5231,62.0093,66.0608,67.6763,1.0,0.6457535080515956,0.0,0.01150739046851034,0.006981696854105589,-1.0
20200118T111522,-79.7951,-85.5422,-85.3551,-79.7096,64.4628,62.9963,69.1347,73.632,0.0,1.1338791201285878,0.0,-1.0,0.0007390898832837841,-1.0
20200118T111658,-84.5978,-89.3929,-89.5721,-84.4424,114.92,66.281,-168.739,149.029,1.0,0.0,0.0,0.012058911211488431,-1.0,-1.0
20200118T111834,-84.6396,-89.5127,-89.5408,-84.7981,179.75,-172.48,-168.739,-124.428,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T112010,-79.9055,-85.5344,-85.7259,-79.9883,-127.415,-137.463,-125.469,-122.149,0.559600232690489,0.0,0.0,3.609461549751033e-05,-1.0,-1.0
20200118T112146,-75.1112,-80.8189,-80.9099,-75.167,-124.892,-128.194,-122.408,-121.339,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T112322,-70.2963,-76.02,-76.0794,-70.3383,-123.595,-125.236,-121.457,-120.918,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T112458,-65.4685,-71.1966,-71.2405,-65.5022,-122.803,-123.787,-120.987,-120.656,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T112634,-60.631,-66.3587,-66.3936,-60.6592,-122.268,-122.925,-120.702,-120.473,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T112810,-55.7845,-61.5104,-61.5395,-55.8088,-121.882,-122.353,-120.507,-120.337,1.0,0.0,0.0,0.012113021410107498,-1.0,-1.0
20200118T112946,-50.9292,-56.6526,-56.6775,-50.9506,-121.588,-121.944,-120.363,-120.229,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T113122,-46.0655,-51.7857,-51.8075,-46.0847,-121.357,-121.636,-120.25,-120.139,1.0,0.0,0.0,0.0150862553143054,-1.0,-1.0
20200118T113258,-41.1935,-46.91,-46.9295,-41.211,-121.169,-121.394,-120.157,-120.062,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T113434,-36.3128,-42.026,-42.0437,-36.3289,-121.012,-121.199,-120.078,-119.993,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T113610,-31.4244,-37.1332,-37.1495,-31.4393,-120.879,-121.038,-120.008,-119.932,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T113746,-26.5273,-32.2328,-32.2479,-26.5414,-120.764,-120.901,-119.945,-119.873,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T113922,-21.6222,-27.3238,-27.3381,-21.6355,-120.662,-120.783,-119.886,-119.818,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T114058,-16.7092,-22.4071,-22.4205,-16.722,-120.571,-120.679,-119.83,-119.764,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T114234,-11.7884,-17.4828,-17.4956,-11.8008,-120.489,-120.586,-119.775,-119.71,1.0,0.0,0.0,0.016000771653005612,-1.0,-1.0
20200118T114410,-6.8604,-12.5511,-12.5635,-6.8724,-120.412,-120.503,-119.721,-119.655,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T114546,-1.9252,-7.6126,-7.6247,-1.937,-120.341,-120.425,-119.666,-119.598,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T114722,3.0166,-2.6675,-2.6793,3.0049,-120.273,-120.353,-119.61,-119.539,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T114858,7.9646,2.2836,2.2719,7.953,-120.207,-120.284,-119.551,-119.476,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T115034,12.9184,7.2401,7.2285,12.9067,-120.142,-120.218,-119.488,-119.407,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T115210,17.8772,12.2017,12.1901,17.8654,-120.077,-120.153,-119.42,-119.332,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T115346,22.8409,17.1675,17.1558,22.8289,-120.011,-120.088,-119.345,-119.248,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T115522,27.8086,22.1373,22.1253,27.7961,-119.943,-120.022,-119.263,-119.153,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T115658,32.7796,27.1101,27.0977,32.7666,-119.87,-119.954,-119.17,-119.044,1.0,0.0,0.0,0.011127563633184647,-1.0,-1.0
20200118T115834,37.7611,32.0852,32.0723,37.7474,-119.79,-119.882,-119.063,-118.916,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T120010,42.7272,37.0698,37.0562,42.7124,-119.702,-119.803,-118.937,-118.764,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T120146,47.7035,42.0379,42.0233,47.6874,-119.601,-119.717,-118.789,-118.578,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T120322,52.6822,47.0152,46.9993,52.6642,-119.479,-119.618,-118.608,-118.344,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T120458,57.6596,51.9937,51.976,57.6393,-119.329,-119.5,-118.382,-118.041,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T120634,62.6364,56.9698,56.9499,62.6126,-119.133,-119.355,-118.09,-117.629,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T120810,67.6112,61.9443,61.9211,67.5824,-118.861,-119.167,-117.696,-117.037,1.1243834824538348,1.1243834824538348,0.0,0.0003543812391173948,0.001769945916337567,-1.0
20200118T120946,72.5833,66.9158,66.8878,72.5465,-118.445,-118.909,-117.136,-116.112,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T121122,77.5511,71.8836,71.8481,77.4996,-117.714,-118.52,-116.273,-114.457,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T121258,82.511,76.8463,76.7975,82.4254,-116.041,-117.855,-114.767,-110.648,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T121434,87.4365,81.8009,81.7225,87.1944,-107.968,-116.41,-111.469,-93.458,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T121610,89.4536,86.7301,86.5369,89.4577,15.8388,-110.651,-98.8243,37.4552,1.0,0.0,0.0,0.011827074701516943,-1.0,-1.0
20200118T121746,87.8586,82.4839,82.5731,88.1914,48.3156,35.9452,49.1449,54.9192,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T121922,83.2085,77.5782,77.633,83.3074,53.3006,50.5621,55.9036,57.1123,0.7175929028222171,0.0,0.0,0.005600971905169189,-1.0,-1.0
20200118T122058,78.32,72.6544,72.6945,78.3782,55.2654,54.0948,57.4557,57.976,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T122234,73.4086,67.729,67.7609,73.4504,56.3153,55.6705,58.1524,58.4442,0.9052253101680733,0.9052253101680733,0.0,0.010238017706421123,0.013911673393800977,-1.0
20200118T122410,68.4948,66.1394,66.1694,68.5278,56.5645,56.5621,58.5533,58.557,0.7062473897621953,0.0,0.0,0.0008534809093761459,-1.0,-1.0
20200118T130653,-60.5538,-66.3203,-66.2829,-60.5231,60.0693,59.9589,62.0251,62.36,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T130829,-65.3499,-71.1145,-71.0683,-65.3138,60.3114,60.1503,62.6012,63.0999,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T131005,-70.1483,-75.9105,-75.8494,-70.1043,60.6943,60.4322,63.4714,64.2936,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T131141,-74.9495,-80.7081,-80.6169,-74.8922,61.4089,60.9006,64.943,66.5483,1.097741823727844,4.675313826299624,0.0,0.005781129116354322,0.011880198559621663,-1.0
20200118T131317,-79.7537,-85.5023,-85.3187,-79.6708,63.275,61.8587,67.9739,72.3929,1.3581296402730467,0.8657141470382879,0.0,0.0003444133647572782,0.0009667643242045649,-1.0
20200118T131453,-84.5572,-89.3704,-89.577,-84.4044,112.538,65.0247,-172.444,146.244,2.216845245313847,2.216845245313847,0.0,0.007726170643017779,0.009348791812210405,-1.0
20200118T131629,-84.682,-89.5402,-89.5329,-84.8401,177.533,-174.476,-172.444,-125.422,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T131805,-79.9479,-85.5771,-85.7684,-80.0301,-128.456,-138.575,-126.456,-123.167,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T131941,-75.1536,-80.8616,-80.9521,-75.2089,-125.933,-129.237,-123.421,-122.37,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T132117,-70.3385,-76.0627,-76.1216,-70.3802,-124.638,-126.277,-122.485,-121.956,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T132253,-65.5108,-71.239,-71.2826,-65.5442,-123.85,-124.831,-122.023,-121.699,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T132429,-60.6734,-66.4013,-66.4359,-60.7013,-123.317,-123.972,-121.744,-121.52,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T132605,-55.8268,-61.553,-61.5817,-55.8509,-122.932,-123.402,-121.553,-121.386,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T132741,-50.9716,-56.695,-56.7197,-50.9927,-122.64,-122.994,-121.412,-121.28,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T132917,-46.1078,-51.828,-51.8496,-46.1268,-122.41,-122.688,-121.301,-121.192,0.6903962890917387,0.7919854546428481,0.0,0.0005179611327524701,0.0046270857952000425,-1.0
20200118T133053,-41.2358,-46.9524,-46.9716,-41.2531,-122.224,-122.448,-121.21,-121.117,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T133229,-36.3551,-42.0682,-42.0857,-36.371,-122.068,-122.254,-121.132,-121.049,1.0,0.0,0.0,0.015719461757873213,-1.0,-1.0
20200118T133405,-31.4662,-37.1754,-37.1915,-31.4811,-121.936,-122.094,-121.064,-120.988,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T133541,-26.569,-32.2745,-32.2895,-26.583,-121.822,-121.958,-121.002,-120.931,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T133717,-21.6639,-27.3654,-27.3795,-21.6771,-121.721,-121.841,-120.944,-120.877,1.0,0.0,0.0,0.015998189775594022,-1.0,-1.0
20200118T133853,-16.7506,-22.4486,-22.4619,-16.7633,-121.631,-121.738,-120.889,-120.823,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T134029,-11.8297,-17.524,-17.5367,-11.8419,-121.549,-121.646,-120.835,-120.77,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T134205,-6.9015,-12.5921,-12.6043,-6.9133,-121.474,-121.563,-120.782,-120.716,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T134341,-1.966,-7.6534,-7.6653,-1.9777,-121.403,-121.486,-120.728,-120.661,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T134517,2.9759,-2.708,-2.7197,2.9644,-121.336,-121.415,-120.672,-120.602,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T134653,7.9242,2.2432,2.2317,7.9127,-121.271,-121.347,-120.614,-120.539,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T134829,12.8783,7.2,7.1886,12.8667,-121.206,-121.282,-120.552,-120.472,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T135005,17.8374,12.1619,12.1503,17.8257,-121.143,-121.217,-120.484,-120.397,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T135141,22.8012,17.1279,17.1163,22.7893,-121.077,-121.153,-120.411,-120.315,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T135317,27.7691,22.0978,22.0859,27.7568,-121.01,-121.089,-120.329,-120.221,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T135453,32.7403,27.0708,27.0585,32.7274,-120.938,-121.021,-120.237,-120.113,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T135629,37.7145,32.046,32.0332,37.7008,-120.86,-120.95,-120.131,-119.987,1.0,0.0,0.0,0.01591789037714078,-1.0,-1.0
20200118T135805,42.6904,37.0232,37.0097,42.6758,-120.773,-120.873,-120.007,-119.836,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T135941,47.6676,42.0012,41.9867,47.6517,-120.673,-120.788,-119.86,-119.651,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T140117,52.6457,46.9793,46.9635,52.6279,-120.554,-120.69,-119.681,-119.42,1.0829596988054226,1.0829596988054226,0.0,0.009609101162045705,0.007314246448925946,-1.0
20200118T140253,57.6232,51.9572,51.9397,57.6032,-120.407,-120.574,-119.457,-119.12,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T140429,62.6,56.9335,56.9137,62.5766,-120.215,-120.432,-119.168,-118.712,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T140605,67.5749,61.9079,61.885,67.5465,-119.948,-120.248,-118.779,-118.127,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T140741,72.5471,66.8794,66.8518,72.5107,-119.541,-119.995,-118.225,-117.212,0.7106287115804704,0.0,0.0,0.004304428556242335,-1.0,-1.0
20200118T140917,77.515,71.8472,71.8122,77.4642,-118.826,-119.615,-117.371,-115.577,1.2261014512637696,0.0,0.0,0.0006987044427381494,-1.0,-1.0
20200118T141053,82.4752,76.81,76.7618,82.3908,-117.195,-118.964,-115.883,-111.825,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T141229,87.4026,81.7648,81.6876,87.1657,-109.408,-117.555,-112.633,-95.0245,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T141405,89.4672,86.6953,86.506,89.4643,14.1755,-111.982,-100.25,36.1804,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T141541,87.8939,82.5218,82.6106,88.2296,47.2709,34.7686,48.1361,53.9164,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T141717,83.2466,77.6159,77.6703,83.345,52.2651,49.5253,54.8938,56.0906,1.4039391026230967,0.0,0.0,0.0009133969609757368,-1.0,-1.0
20200118T141853,78.3579,72.6922,72.7319,78.4158,54.2261,53.0582,56.4297,56.9437,0.0,1.7049341940673963,0.0,-1.0,0.006870882960170758,-1.0
20200118T142029,73.4465,67.7667,67.7982,73.488,55.2722,54.6301,57.1177,57.4055,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T142205,68.5327,66.1257,66.1554,68.5653,55.5203,55.518,57.5129,57.5166,1.0684110816408545,1.631175529249452,0.0,0.03220334398836266,0.014008846357446259,-1.0
20200118T150448,-60.5119,-66.2783,-66.2413,-60.4816,58.988,58.8801,60.943,61.2746,1.0,2.1946373295355066,0.0,0.013335017354691897,0.002134066326732479,-1.0
20200118T150624,-65.3081,-71.0728,-71.0272,-65.2724,59.2244,59.0672,61.5133,62.0067,9.09029738226952,9.09029738226952,0.0,0.008535907982733945,0.017966767642117167,-1.0
20200118T150800,-70.1069,-75.869,-75.8087,-70.0634,59.5976,59.3423,62.374,63.1867,0.0,0.2925688632965286,0.0,-1.0,0.007073773893198632,-1.0
20200118T150936,-74.9083,-80.6668,-80.577,-74.8518,60.2928,59.7986,63.8279,65.4118,1.0,1.265185534937824,0.0,0.011546657741733345,0.012197597450114995,-1.0
20200118T151112,-79.7127,-85.4619,-85.2818,-79.631,62.1007,60.7295,66.8158,71.1589,1.180213887893688,1.373758117109121,0.0,0.0004688894010134493,0.008643683950918541,-1.0
20200118T151248,-84.517,-89.3445,-89.5767,-84.3669,110.2,63.7848,-176.587,143.422,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T151424,-84.7236,-89.5639,-89.5209,-84.8813,175.268,-176.486,-176.587,-126.42,1.6370484829110334,1.6370484829110334,0.0,0.00843940137554753,0.027528841168788305,-1.0
20200118T151600,-79.9894,-85.6181,-85.8094,-80.071,-129.495,-139.681,-127.45,-124.187,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T151736,-75.1946,-80.9027,-80.9926,-75.2494,-126.973,-130.278,-124.438,-123.402,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T151912,-70.3791,-76.1032,-76.1617,-70.4204,-125.681,-127.317,-123.515,-122.995,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T152048,-65.551,-71.2791,-71.3224,-65.5842,-124.895,-125.873,-123.061,-122.742,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T152224,-60.7132,-66.441,-66.4753,-60.7409,-124.365,-125.017,-122.786,-122.566,1.4508617794240533,1.4508617794240533,0.0,0.01407226437992046,0.007872020995812287,-1.0
20200118T152400,-55.8664,-61.5923,-61.6208,-55.8902,-123.982,-124.449,-122.599,-122.435,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T152536,-51.0108,-56.7341,-56.7585,-51.0318,-123.692,-124.044,-122.46,-122.331,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T152712,-46.1468,-51.8668,-51.8882,-46.1656,-123.463,-123.739,-122.351,-122.244,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T152848,-41.2743,-46.9909,-47.01,-41.2915,-123.277,-123.5,-122.262,-122.17,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T153024,-36.3933,-42.1064,-42.1237,-36.4092,-123.123,-123.308,-122.186,-122.104,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T153200,-31.5044,-37.2133,-37.2293,-31.5191,-122.992,-123.148,-122.118,-122.044,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T153336,-26.6068,-32.3124,-32.3271,-26.6207,-122.878,-123.014,-122.057,-121.988,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T153512,-21.7014,-27.4029,-27.4169,-21.7145,-122.779,-122.897,-122.0,-121.934,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T153648,-16.7881,-22.4859,-22.4991,-16.8006,-122.689,-122.795,-121.946,-121.882,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T153824,-11.8669,-17.5612,-17.5739,-11.879,-122.608,-122.704,-121.893,-121.829,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T154000,-6.9386,-12.6291,-12.6413,-6.9504,-122.533,-122.622,-121.84,-121.776,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T154136,-2.0031,-7.6904,-7.7022,-2.0146,-122.464,-122.546,-121.787,-121.721,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T154312,2.939,-2.745,-2.7566,2.9276,-122.397,-122.476,-121.732,-121.663,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T154448,7.8872,2.2063,2.1948,7.8759,-122.333,-122.408,-121.675,-121.602,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T154624,12.8412,7.1629,7.1516,12.8298,-122.269,-122.344,-121.614,-121.535,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T154800,17.8003,12.1246,12.1132,17.7887,-122.206,-122.28,-121.547,-121.461,1.0,0.0,0.0,0.011740073445622777,-1.0,-1.0
20200118T154936,22.764,17.0905,17.079,22.7521,-122.142,-122.217,-121.475,-121.379,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T155112,27.7317,22.0601,22.0484,27.7194,-122.076,-122.153,-121.394,-121.286,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T155248,32.7025,27.0329,27.0207,32.6898,-122.005,-122.087,-121.302,-121.179,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T155424,37.6764,32.0077,31.995,37.6628,-121.928,-122.017,-121.198,-121.054,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T155600,42.652,36.9845,36.9711,42.6375,-121.843,-121.941,-121.075,-120.905,0.0,0.0,0.0,-1.0,-1.0,-1.0
20200118T155736,47.6288,41.9621,41.9477,47.613,-121.745,-121.857,-120.93,-120.723,0.0,0.0,0.0,-1.0,-1.0,-1.0
