V0_LAT,V1_LAT,V2_LAT,V3_LAT,V0_LON,V1_LON,V2_LON,V3_LON,Al/Si,Al/Si_uncer,polygon_area
83.1565,77.517,77.5958,83.2995,-86.099,-89.2653,-83.2611,-81.7393,1.0632003952840483,0.0003821373425791,29.129992474999995
83.104,77.4027,77.4188,83.1331,-10.3305,-11.6286,-6.1944,-5.5581,2.684470382715842,0.0109661289923345,29.106757019999996
-76.691,-82.4223,-82.281,-76.6092,86.4025,85.1769,89.5568,92.2355,0.9983537067813928,0.0010566753692876,28.896917664999993
83.8155,78.1666,78.2124,83.9022,39.1089,36.493,42.4762,43.279,2.110012790458572,0.0013250064170716,28.668061239999982
83.0869,77.4246,77.483,83.1928,-65.2445,-67.8176,-61.9448,-61.0004,1.856811403300057,0.0030198323521461,28.618118310000003
83.0901,77.437,77.5021,83.2079,-70.0386,-72.8164,-66.9516,-65.796,1.447957150897834,0.0001339822909157,28.522381750000022
-77.0897,-82.7422,-82.8393,-77.1446,48.5324,44.0675,50.3053,52.0783,1.1558606461842549,0.0001080337878691,27.99144035999999
-76.8933,-82.5563,-82.6458,-76.9445,43.3467,39.2442,45.423,46.9004,0.8999477375517491,0.0009627857071142,27.847035419999983
-75.7274,-81.4395,-81.5044,-75.7661,-141.993,-144.868,-138.813,-138.374,1.2218775819985297,0.0001470066981113,27.778625000000027
83.4848,77.819,77.7609,83.3765,-108.453,-110.966,-107.562,-102.154,1.6882644050310736,0.0003744311596038,27.695369650000004
-77.4254,-83.123,-83.0176,-77.3674,-120.017,-121.093,-117.009,-114.408,1.0,0.0069333752475556,27.348350900000014
-75.8458,-81.5894,-81.4783,-75.7787,72.0498,71.2502,75.4208,77.4742,1.3962745851678426,0.0005113531656286,27.322274849999978
-75.1112,-80.8189,-80.9099,-75.167,-124.892,-128.194,-122.408,-121.339,1.6626388255836886,4.42146935803485e-05,26.89470404999994
82.923,77.2383,77.2181,82.8867,-43.5365,-43.58,-40.1854,-37.6293,1.0,0.0121970005816261,26.438250834999984
-76.3846,-82.0648,-82.1284,-76.4221,36.6939,33.605,39.4073,40.1277,1.0,0.0017609062419066,26.387993219999984
-74.8885,-80.6468,-80.5581,-74.8326,59.1875,58.7043,62.7231,64.2923,0.6590669261688409,0.000399272367275,26.119205159999996
-75.9479,-81.6733,-81.6483,-75.9328,-6.0841,-6.5934,-2.2675,-1.2866,1.263316973874421,0.0003334207714606,26.08003751
83.315,77.6492,77.6645,83.3429,138.814,137.451,142.501,142.918,1.0,0.0139444413317621,25.941977700000066
