V0_LAT,V1_LAT,V2_LAT,V3_LAT,V0_LON,V1_LON,V2_LON,V3_LON,Ca/Si,Ca/Si_uncer,polygon_area
75.5068,69.8213,70.0095,75.7012,123.609,124.062,126.455,126.916,0.0,-1.0,16.211744800000012
77.0777,71.5343,72.0552,77.6428,64.6757,65.5342,68.621,67.1772,0.6709209471075726,7.829967602540574e-06,16.17591627499995
77.7679,72.1693,72.5146,78.1267,-67.4795,-66.6903,-64.3586,-64.0761,0.0,-1.0,16.162813259999993
-71.0705,-76.685,-77.0618,-71.4347,127.17,125.576,128.038,130.197,0.0,-1.0,16.121528850000075
78.3638,72.8079,73.3241,78.9137,28.3317,29.9971,32.8044,30.9736,0.0,-1.0,16.115339355000007
-71.7189,-77.3655,-77.544,-71.8863,158.869,157.685,160.631,161.559,0.0,-1.0,16.110393899999963
-69.6139,-75.6281,-75.2025,-69.8033,-158.951,-161.011,-158.363,-155.866,0.0,-1.0,16.089164699999934
-69.3672,-75.0544,-75.2063,-69.5049,-144.596,-145.82,-142.649,-142.177,0.0,-1.0,16.038358900000006
-71.0851,-76.7414,-76.9413,-71.288,-100.579,-102.043,-99.5554,-97.5397,0.3714383293906848,0.0023979637791637,15.97716285
78.284,72.7246,73.2445,78.8361,23.3422,25.1556,27.8183,26.0658,0.0,-1.0,15.971319025000023
74.5148,68.8638,69.22,74.8997,-139.448,-138.895,-135.912,-136.912,0.0,-1.0,15.921265400000006
